cliente_id,clinica,regional,perfil,potencial_mensal,data_cadastro
5442,Centro Excelência,SP Interior,Popular,39348,2023-12-04
5443,Odonto Prime,Sul,Popular,31486,2024-05-16
5444,Master Excelência,Sudeste,Especialista,28368,2024-09-09
5445,Implant VIP,Centro-Oeste,Premium,37072,2024-05-27
5446,Dental Prime,Sul,Popular,8745,2024-04-14
5447,Sorriso Top,Sul,Popular,17367,2024-07-15
5448,Sorriso Top,Sul,Popular,10007,2023-03-05
5449,Implant Care,Norte/Nordeste,Premium,35046,2023-08-19
5450,Master Care,SP Interior,Premium,35399,2023-12-05
5451,Prime Care,Sul,Especialista,32853,2023-09-30
5452,Centro Prime,SP Capital,Premium,34048,2023-11-01
5453,Odonto Center,SP Interior,Premium,27601,2024-02-04
5454,Centro Center,Sul,Popular,7047,2024-09-24
5455,Instituto Center,SP Capital,Popular,34709,2023-09-10
5456,Oral Top,Norte/Nordeste,Especialista,27357,2023-11-07
5457,Instituto Plus,Centro-Oeste,Popular,10016,2024-09-04
5458,Dental Top,Sul,Premium,6565,2024-07-27
5459,Oral Especializado,SP Interior,Popular,26274,2023-04-13
5460,Master Avançado,Norte/Nordeste,Especialista,34466,2023-06-15
5461,Clínica Care,Centro-Oeste,Premium,9837,2024-09-25
5462,Implant Plus,Centro-Oeste,Especialista,25442,2023-12-13
5463,Oral Top,SP Interior,Popular,33502,2023-05-30
5464,Centro Plus,SP Capital,Premium,24554,2024-04-18
5465,Oral Excelência,Sudeste,Popular,20789,2023-03-18
5466,Prime Especializado,SP Capital,Especialista,8808,2023-07-21
5467,Instituto Center,Sudeste,Popular,20966,2023-01-29
5468,Dental VIP,Norte/Nordeste,Premium,30578,2023-07-08
5469,Implant Top,Centro-Oeste,Popular,16233,2024-09-10
5470,Clínica Excelência,SP Interior,Popular,34077,2023-09-10
5471,Centro Premium,SP Capital,Premium,5131,2024-11-30
5472,Instituto Plus,SP Interior,Premium,24185,2024-08-26
5473,Odonto Plus,Norte/Nordeste,Especialista,23456,2023-02-20
5474,Prime Prime,Norte/Nordeste,Premium,39401,2023-11-05
5475,Implant Prime,Sul,Premium,9827,2023-07-21
5476,Master Excelência,Centro-Oeste,Premium,29328,2023-04-14
5477,Oral Premium,SP Capital,Popular,11006,2023-09-21
5478,Centro Premium,Centro-Oeste,Popular,20953,2023-05-05
5479,Dental Avançado,SP Capital,Premium,16226,2023-07-25
5480,Sorriso Plus,SP Capital,Popular,25574,2023-04-20
5481,Odonto Care,Sudeste,Premium,25949,2024-06-01
5482,Oral Top,Sul,Popular,25136,2024-11-29
5483,Prime Plus,Sul,Popular,19456,2024-10-18
5484,Oral Plus,SP Capital,Popular,28346,2024-09-18
5485,Instituto Prime,SP Capital,Popular,18541,2024-10-07
5486,Oral Plus,Sudeste,Premium,14185,2024-06-23
5487,Implant Care,Centro-Oeste,Especialista,14325,2024-04-10
5488,Master VIP,Norte/Nordeste,Popular,27449,2024-06-09
5489,Odonto Center,Sul,Especialista,18651,2023-07-18
5490,Clínica VIP,Norte/Nordeste,Premium,6434,2023-10-19
5491,Dental Prime,Sudeste,Especialista,26286,2024-06-05
5492,Oral Prime,Sudeste,Especialista,9890,2024-10-08
5493,Instituto Top,Norte/Nordeste,Premium,10075,2024-02-02
5494,Prime Avançado,Centro-Oeste,Popular,23774,2023-05-28
5495,Centro Care,Centro-Oeste,Popular,25743,2023-06-06
5496,Clínica Top,SP Interior,Premium,16402,2024-05-02
5497,Oral VIP,Sudeste,Popular,13967,2024-07-18
5498,Sorriso Prime,SP Capital,Premium,6176,2023-11-21
5499,Sorriso Prime,Sudeste,Especialista,32512,2024-02-02
5500,Instituto Especializado,Sul,Especialista,28770,2024-05-31
