id_visita,data,cliente_id,vendedor_id,tipo_visita,objetivo,status
1178,2025-03-24,5199,2036,Presencial,Prospecção,Realizada
1179,2025-05-24,5101,2009,Online,Pós-venda,Pendente
1180,2025-03-08,5028,1033,Telefone,Negociação,Pendente
1181,2025-05-12,5184,1027,Online,Prospecção,Realizada
1182,2025-04-01,5235,1044,Online,Negociação,Realizada
1183,2025-01-24,5231,2035,Presencial,Pós-venda,Realizada
1184,2025-06-26,5413,2017,Telefone,Pós-venda,Pendente
1185,2025-05-31,5306,2004,Telefone,Prospecção,Pendente
1186,2025-01-14,5444,1013,Online,Pós-venda,Realizada
1187,2025-01-08,5390,1055,Telefone,Pós-venda,Realizada
1188,2025-05-29,5153,2006,Presencial,Negociação,Realizada
1189,2025-06-02,5224,1059,Online,Pós-venda,Pendente
1190,2025-03-17,5306,1043,Online,Prospecção,Pendente
1191,2025-03-25,5399,1039,Presencial,Prospecção,Realizada
1192,2025-03-31,5046,1021,Online,Negociação,Realizada
1193,2025-04-22,5367,1005,Telefone,Negociação,Realizada
1194,2025-03-10,5472,2028,Telefone,Pós-venda,Pendente
1195,2025-06-16,5295,2037,Online,Pós-venda,Realizada
1196,2025-04-15,5431,2019,Telefone,Negociação,Pendente
1197,2025-06-22,5456,2023,Presencial,Pós-venda,Pendente
1198,2025-05-16,5281,2006,Online,Negociação,Realizada
1199,2025-03-20,5036,2009,Presencial,Pós-venda,Realizada
1200,2025-04-27,5499,2039,Telefone,Pós-venda,Pendente
1201,2025-05-08,5445,2034,Telefone,Prospecção,Pendente
1202,2025-01-14,5421,2024,Telefone,Pós-venda,Realizada
1203,2025-06-12,5335,1054,Telefone,Negociação,Realizada
1204,2025-03-19,5272,1003,Telefone,Prospecção,Pendente
1205,2025-02-17,5297,1054,Telefone,Negociação,Pendente
1206,2025-06-10,5149,1033,Online,Prospecção,Realizada
1207,2025-05-04,5079,1002,Telefone,Negociação,Pendente
1208,2025-05-03,5063,2038,Presencial,Negociação,Realizada
1209,2025-02-06,5010,2008,Telefone,Negociação,Realizada
1210,2025-02-26,5382,2013,Telefone,Prospecção,Pendente
1211,2025-02-16,5053,1054,Online,Prospecção,Realizada
1212,2025-06-16,5186,1001,Presencial,Pós-venda,Realizada
1213,2025-06-15,5478,1026,Online,Pós-venda,Pendente
1214,2025-01-17,5341,1054,Presencial,Prospecção,Pendente
1215,2025-01-26,5481,2033,Online,Pós-venda,Pendente
1216,2025-06-04,5219,1005,Telefone,Negociação,Realizada
1217,2025-04-18,5064,2025,Telefone,Negociação,Pendente
1218,2025-06-04,5246,1029,Online,Negociação,Pendente
1219,2025-02-05,5257,1031,Online,Negociação,Pendente
1220,2025-04-12,5063,1023,Telefone,Prospecção,Realizada
1221,2025-06-08,5064,1024,Telefone,Negociação,Realizada
1222,2025-01-20,5067,2016,Online,Negociação,Realizada
1223,2025-02-01,5287,2006,Presencial,Prospecção,Pendente
1224,2025-05-18,5201,2019,Online,Negociação,Realizada
1225,2025-05-28,5264,1021,Online,Prospecção,Realizada
1226,2025-06-28,5230,1029,Presencial,Prospecção,Pendente
1227,2025-02-24,5430,1007,Presencial,Negociação,Realizada
1228,2025-04-21,5147,1057,Presencial,Negociação,Realizada
1229,2025-02-10,5013,2013,Presencial,Negociação,Realizada
1230,2025-06-02,5443,2015,Presencial,Pós-venda,Pendente
1231,2025-06-22,5338,1032,Online,Pós-venda,Pendente
1232,2025-02-01,5488,1045,Telefone,Pós-venda,Realizada
1233,2025-01-27,5376,2001,Online,Negociação,Pendente
1234,2025-03-02,5139,2006,Online,Negociação,Realizada
1235,2025-06-13,5366,1029,Presencial,Negociação,Pendente
1236,2025-06-28,5186,2008,Telefone,Pós-venda,Realizada
1237,2025-05-19,5329,1048,Online,Negociação,Pendente
1238,2025-06-18,5274,1050,Online,Prospecção,Pendente
1239,2025-03-05,5287,2006,Telefone,Pós-venda,Realizada
1240,2025-06-17,5010,2022,Online,Pós-venda,Pendente
1241,2025-05-01,5264,1051,Telefone,Prospecção,Pendente
1242,2025-02-06,5218,2010,Telefone,Pós-venda,Pendente
1243,2025-04-02,5477,1045,Presencial,Pós-venda,Pendente
1244,2025-06-16,5249,1020,Online,Negociação,Pendente
1245,2025-02-05,5347,2006,Telefone,Prospecção,Pendente
1246,2025-02-26,5260,2023,Presencial,Negociação,Pendente
1247,2025-05-28,5055,2017,Telefone,Pós-venda,Realizada
1248,2025-05-03,5338,2022,Online,Prospecção,Pendente
1249,2025-02-18,5458,2027,Telefone,Pós-venda,Pendente
1250,2025-03-02,5447,1026,Telefone,Prospecção,Pendente
1251,2025-06-26,5039,2039,Online,Prospecção,Realizada
1252,2025-02-09,5057,2030,Telefone,Negociação,Pendente
1253,2025-05-08,5231,1050,Telefone,Pós-venda,Realizada
1254,2025-04-07,5076,2016,Online,Pós-venda,Realizada
1255,2025-01-19,5459,1038,Online,Negociação,Pendente
1256,2025-02-19,5238,1028,Presencial,Prospecção,Pendente
1257,2025-02-04,5345,2005,Online,Negociação,Realizada
1258,2025-02-19,5132,1047,Telefone,Prospecção,Pendente
1259,2025-06-13,5114,2004,Presencial,Prospecção,Pendente
1260,2025-05-08,5211,2019,Presencial,Pós-venda,Realizada
1261,2025-01-20,5191,2039,Presencial,Prospecção,Realizada
1262,2025-06-25,5123,2029,Telefone,Prospecção,Realizada
1263,2025-03-30,5017,1046,Telefone,Negociação,Realizada
1264,2025-06-14,5124,1053,Presencial,Negociação,Pendente
1265,2025-05-26,5269,2038,Online,Negociação,Realizada
1266,2025-03-30,5459,1034,Presencial,Negociação,Realizada
1267,2025-05-20,5072,2001,Telefone,Prospecção,Pendente
1268,2025-04-02,5423,1008,Online,Negociação,Realizada
1269,2025-02-04,5316,1020,Telefone,Negociação,Realizada
1270,2025-02-08,5097,1003,Telefone,Prospecção,Pendente
1271,2025-01-23,5252,2024,Online,Prospecção,Realizada
1272,2025-01-15,5295,2037,Telefone,Prospecção,Pendente
1273,2025-04-03,5257,2035,Online,Prospecção,Realizada
1274,2025-05-24,5261,1014,Telefone,Negociação,Realizada
1275,2025-06-06,5331,1005,Presencial,Pós-venda,Pendente
1276,2025-06-09,5233,2025,Online,Pós-venda,Pendente
1277,2025-02-25,5439,2038,Presencial,Pós-venda,Realizada
1278,2025-04-02,5161,2021,Telefone,Prospecção,Pendente
1279,2025-03-08,5299,1055,Presencial,Negociação,Pendente
1280,2025-02-06,5192,2002,Online,Prospecção,Pendente
1281,2025-05-29,5261,2023,Online,Prospecção,Pendente
1282,2025-04-08,5378,1036,Presencial,Negociação,Pendente
1283,2025-04-09,5330,2003,Telefone,Pós-venda,Pendente
1284,2025-03-30,5314,2006,Online,Pós-venda,Pendente
1285,2025-02-24,5075,1038,Online,Negociação,Realizada
1286,2025-03-02,5328,2037,Online,Prospecção,Pendente
1287,2025-04-02,5020,2039,Online,Prospecção,Realizada
1288,2025-04-11,5121,2025,Presencial,Prospecção,Pendente
1289,2025-06-21,5438,1013,Online,Negociação,Realizada
1290,2025-01-09,5485,1003,Presencial,Prospecção,Realizada
1291,2025-03-10,5309,2022,Telefone,Prospecção,Realizada
1292,2025-05-21,5499,1008,Presencial,Prospecção,Realizada
1293,2025-02-20,5208,1004,Presencial,Pós-venda,Pendente
1294,2025-05-02,5162,1041,Presencial,Pós-venda,Realizada
1295,2025-05-26,5200,1021,Online,Prospecção,Realizada
1296,2025-06-21,5187,1011,Presencial,Prospecção,Realizada
1297,2025-02-16,5320,2003,Telefone,Negociação,Realizada
1298,2025-05-21,5498,2006,Presencial,Pós-venda,Realizada
1299,2025-01-12,5005,2019,Telefone,Pós-venda,Pendente
1300,2025-05-27,5068,2032,Telefone,Pós-venda,Realizada
1301,2025-05-28,5012,2010,Online,Pós-venda,Pendente
1302,2025-01-18,5037,2034,Online,Negociação,Realizada
1303,2025-01-31,5325,1042,Telefone,Pós-venda,Realizada
1304,2025-05-03,5384,2036,Telefone,Prospecção,Realizada
1305,2025-04-26,5366,1021,Presencial,Pós-venda,Pendente
1306,2025-01-15,5222,1033,Online,Pós-venda,Pendente
1307,2025-01-15,5423,2025,Online,Prospecção,Pendente
1308,2025-02-11,5168,2001,Presencial,Pós-venda,Realizada
1309,2025-02-06,5402,2032,Telefone,Pós-venda,Pendente
1310,2025-03-06,5141,2029,Online,Prospecção,Pendente
1311,2025-01-17,5437,1025,Telefone,Pós-venda,Realizada
1312,2025-04-05,5013,1055,Presencial,Negociação,Pendente
1313,2025-03-08,5244,2035,Online,Pós-venda,Pendente
1314,2025-06-05,5044,1007,Presencial,Prospecção,Realizada
1315,2025-02-19,5463,2012,Online,Negociação,Pendente
1316,2025-05-22,5478,1016,Online,Negociação,Pendente
1317,2025-05-27,5160,1048,Online,Negociação,Pendente
1318,2025-06-15,5160,1053,Telefone,Prospecção,Pendente
1319,2025-02-13,5325,1029,Online,Pós-venda,Realizada
1320,2025-01-20,5489,1030,Online,Negociação,Realizada
1321,2025-06-14,5206,1058,Presencial,Prospecção,Pendente
1322,2025-05-15,5297,2034,Online,Negociação,Pendente
1323,2025-06-05,5156,1042,Online,Negociação,Pendente
1324,2025-04-08,5118,2037,Telefone,Pós-venda,Realizada
1325,2025-04-07,5076,1011,Presencial,Prospecção,Pendente
1326,2025-05-26,5320,2024,Presencial,Prospecção,Pendente
1327,2025-03-21,5135,2008,Telefone,Prospecção,Pendente
1328,2025-04-05,5070,1002,Telefone,Pós-venda,Realizada
1329,2025-06-05,5406,2014,Presencial,Pós-venda,Realizada
1330,2025-02-12,5109,2012,Presencial,Prospecção,Pendente
1331,2025-01-03,5134,1049,Telefone,Prospecção,Pendente
1332,2025-03-02,5316,1051,Online,Prospecção,Pendente
1333,2025-01-01,5297,1024,Presencial,Prospecção,Realizada
1334,2025-03-08,5195,2027,Online,Pós-venda,Pendente
1335,2025-04-20,5472,2018,Online,Prospecção,Realizada
1336,2025-02-26,5115,1036,Presencial,Negociação,Pendente
1337,2025-06-05,5107,2005,Telefone,Pós-venda,Pendente
1338,2025-02-20,5049,1055,Telefone,Prospecção,Realizada
1339,2025-01-22,5126,1023,Telefone,Negociação,Realizada
1340,2025-05-20,5051,1057,Telefone,Negociação,Realizada
1341,2025-03-30,5261,1013,Telefone,Prospecção,Pendente
1342,2025-04-03,5269,2010,Telefone,Negociação,Realizada
1343,2025-01-11,5125,1019,Presencial,Prospecção,Pendente
1344,2025-01-10,5436,1037,Presencial,Pós-venda,Realizada
1345,2025-03-05,5107,1007,Telefone,Pós-venda,Realizada
1346,2025-04-02,5252,2032,Telefone,Pós-venda,Pendente
1347,2025-01-19,5017,2011,Telefone,Negociação,Realizada
1348,2025-02-20,5132,1013,Presencial,Pós-venda,Pendente
1349,2025-03-24,5142,2034,Telefone,Prospecção,Realizada
1350,2025-06-12,5493,1014,Presencial,Negociação,Realizada
1351,2025-04-15,5244,2003,Presencial,Pós-venda,Realizada
1352,2025-01-13,5019,2032,Presencial,Pós-venda,Pendente
1353,2025-05-26,5242,1027,Presencial,Negociação,Pendente
1354,2025-03-29,5015,2028,Online,Pós-venda,Realizada
1355,2025-06-22,5012,2020,Online,Prospecção,Realizada
1356,2025-06-26,5176,1043,Presencial,Negociação,Realizada
1357,2025-06-12,5459,1003,Presencial,Pós-venda,Realizada
1358,2025-06-07,5040,1045,Telefone,Prospecção,Pendente
1359,2025-03-28,5154,1024,Presencial,Negociação,Pendente
1360,2025-04-27,5011,2020,Presencial,Negociação,Pendente
1361,2025-04-23,5366,1045,Telefone,Prospecção,Realizada
1362,2025-03-14,5137,2040,Telefone,Negociação,Pendente
1363,2025-06-15,5042,1035,Online,Prospecção,Pendente
1364,2025-05-10,5104,1002,Online,Pós-venda,Pendente
1365,2025-03-10,5035,1042,Online,Prospecção,Pendente
1366,2025-02-17,5156,1001,Online,Prospecção,Realizada
1367,2025-03-20,5001,2014,Online,Negociação,Pendente
1368,2025-03-15,5267,1028,Presencial,Prospecção,Pendente
1369,2025-05-29,5440,1056,Presencial,Pós-venda,Pendente
1370,2025-04-21,5042,1033,Online,Prospecção,Realizada
1371,2025-06-10,5464,1022,Presencial,Pós-venda,Pendente
1372,2025-03-12,5217,1004,Telefone,Prospecção,Pendente
1373,2025-03-17,5336,2021,Presencial,Prospecção,Pendente
1374,2025-02-21,5072,2001,Telefone,Pós-venda,Realizada
1375,2025-05-08,5262,1036,Presencial,Prospecção,Pendente
1376,2025-02-14,5126,1008,Telefone,Prospecção,Realizada
1377,2025-01-01,5244,2009,Online,Pós-venda,Pendente
1378,2025-02-15,5074,2039,Telefone,Negociação,Pendente
1379,2025-06-18,5126,1041,Presencial,Prospecção,Pendente
1380,2025-01-13,5180,2023,Presencial,Prospecção,Pendente
1381,2025-04-27,5397,1048,Telefone,Prospecção,Realizada
1382,2025-05-25,5272,1018,Telefone,Prospecção,Pendente
1383,2025-03-03,5265,1040,Telefone,Prospecção,Pendente
1384,2025-05-29,5143,2012,Presencial,Negociação,Realizada
1385,2025-02-22,5088,2016,Telefone,Prospecção,Pendente
1386,2025-02-25,5415,1039,Online,Negociação,Realizada
1387,2025-06-03,5270,1034,Telefone,Negociação,Realizada
1388,2025-01-18,5022,2003,Presencial,Prospecção,Realizada
1389,2025-04-02,5322,1036,Telefone,Pós-venda,Pendente
1390,2025-02-05,5286,1049,Online,Negociação,Pendente
1391,2025-05-17,5300,2013,Online,Prospecção,Pendente
1392,2025-04-14,5192,1025,Online,Pós-venda,Realizada
1393,2025-01-18,5421,1046,Presencial,Negociação,Pendente
1394,2025-04-15,5142,1023,Presencial,Pós-venda,Realizada
1395,2025-06-20,5402,2014,Presencial,Prospecção,Realizada
1396,2025-03-29,5413,1044,Online,Prospecção,Realizada
1397,2025-02-24,5432,1045,Telefone,Prospecção,Pendente
1398,2025-01-03,5001,2019,Online,Pós-venda,Realizada
1399,2025-03-10,5033,2029,Presencial,Negociação,Pendente
1400,2025-02-13,5238,1038,Presencial,Prospecção,Pendente
1401,2025-01-26,5220,1009,Online,Pós-venda,Realizada
1402,2025-04-21,5035,1016,Presencial,Negociação,Pendente
1403,2025-03-04,5049,1006,Telefone,Pós-venda,Pendente
1404,2025-06-20,5207,2035,Presencial,Prospecção,Pendente
1405,2025-02-01,5330,1034,Online,Pós-venda,Pendente
1406,2025-04-19,5186,1030,Online,Negociação,Realizada
1407,2025-02-28,5354,1012,Presencial,Prospecção,Realizada
1408,2025-05-27,5405,1055,Online,Pós-venda,Pendente
1409,2025-05-27,5477,2040,Telefone,Pós-venda,Pendente
1410,2025-02-07,5234,1041,Online,Prospecção,Realizada
1411,2025-02-27,5012,2009,Presencial,Negociação,Realizada
1412,2025-06-29,5117,1060,Presencial,Negociação,Realizada
1413,2025-05-08,5339,1028,Presencial,Negociação,Pendente
1414,2025-04-30,5365,1020,Presencial,Prospecção,Realizada
1415,2025-02-11,5258,2016,Telefone,Pós-venda,Pendente
1416,2025-01-25,5102,1053,Online,Negociação,Realizada
1417,2025-02-15,5480,2004,Telefone,Negociação,Realizada
1418,2025-04-23,5387,1046,Online,Prospecção,Realizada
1419,2025-01-18,5435,2020,Telefone,Negociação,Pendente
1420,2025-03-23,5081,1019,Telefone,Negociação,Pendente
1421,2025-05-31,5182,2022,Telefone,Negociação,Realizada
1422,2025-06-25,5121,2021,Telefone,Pós-venda,Pendente
1423,2025-01-17,5423,2030,Presencial,Negociação,Pendente
1424,2025-04-19,5284,2038,Presencial,Negociação,Realizada
1425,2025-01-25,5024,1048,Telefone,Negociação,Realizada
1426,2025-03-16,5077,2011,Telefone,Negociação,Realizada
1427,2025-06-10,5181,1026,Online,Negociação,Pendente
1428,2025-01-10,5314,2030,Telefone,Negociação,Pendente
1429,2025-05-29,5419,2039,Telefone,Pós-venda,Pendente
1430,2025-01-25,5138,2030,Presencial,Negociação,Pendente
1431,2025-05-15,5179,2018,Online,Pós-venda,Pendente
1432,2025-03-12,5359,1023,Presencial,Prospecção,Realizada
1433,2025-01-02,5324,1017,Online,Negociação,Pendente
1434,2025-04-26,5220,2011,Online,Pós-venda,Realizada
1435,2025-06-08,5284,1026,Online,Negociação,Pendente
1436,2025-03-14,5276,1055,Online,Prospecção,Realizada
1437,2025-02-20,5381,2023,Online,Negociação,Realizada
1438,2025-03-29,5392,2036,Telefone,Pós-venda,Realizada
1439,2025-05-16,5167,2037,Presencial,Negociação,Realizada
1440,2025-04-06,5125,2017,Telefone,Prospecção,Realizada
1441,2025-03-21,5395,2035,Telefone,Negociação,Pendente
1442,2025-01-23,5290,1007,Telefone,Pós-venda,Realizada
1443,2025-06-28,5346,1014,Presencial,Pós-venda,Realizada
1444,2025-04-26,5298,2007,Telefone,Prospecção,Realizada
1445,2025-05-30,5210,2029,Presencial,Negociação,Pendente
1446,2025-01-31,5158,2007,Presencial,Prospecção,Pendente
1447,2025-04-04,5380,1014,Telefone,Negociação,Pendente
1448,2025-03-08,5214,2028,Presencial,Pós-venda,Pendente
1449,2025-04-20,5482,2039,Online,Prospecção,Pendente
1450,2025-05-11,5409,2020,Online,Pós-venda,Realizada
1451,2025-01-08,5164,1001,Online,Pós-venda,Pendente
1452,2025-01-28,5072,1010,Telefone,Prospecção,Realizada
1453,2025-03-02,5266,1021,Presencial,Negociação,Pendente
1454,2025-06-02,5264,2002,Telefone,Negociação,Realizada
1455,2025-05-01,5201,1028,Online,Pós-venda,Realizada
1456,2025-01-16,5038,1011,Telefone,Pós-venda,Realizada
1457,2025-02-19,5325,2029,Presencial,Negociação,Pendente
1458,2025-05-16,5390,1004,Presencial,Prospecção,Pendente
1459,2025-03-16,5006,1060,Telefone,Negociação,Realizada
1460,2025-04-13,5106,1004,Presencial,Pós-venda,Pendente
1461,2025-02-08,5071,1058,Online,Pós-venda,Pendente
1462,2025-04-24,5362,2035,Telefone,Negociação,Realizada
1463,2025-03-13,5065,2032,Telefone,Prospecção,Pendente
1464,2025-01-30,5110,2037,Presencial,Pós-venda,Realizada
1465,2025-03-22,5325,2013,Presencial,Prospecção,Pendente
1466,2025-04-11,5159,2019,Telefone,Negociação,Pendente
1467,2025-05-24,5226,2012,Telefone,Negociação,Realizada
1468,2025-03-19,5440,1050,Telefone,Pós-venda,Realizada
1469,2025-03-11,5492,1028,Telefone,Pós-venda,Realizada
1470,2025-06-11,5211,2009,Online,Negociação,Pendente
1471,2025-01-13,5287,2014,Presencial,Prospecção,Pendente
1472,2025-02-10,5166,2002,Online,Prospecção,Pendente
1473,2025-06-08,5022,2033,Online,Prospecção,Pendente
1474,2025-04-18,5087,2005,Telefone,Negociação,Pendente
1475,2025-06-13,5282,1055,Telefone,Pós-venda,Pendente
1476,2025-01-29,5337,1026,Telefone,Prospecção,Realizada
1477,2025-06-25,5308,2011,Online,Prospecção,Pendente
1478,2025-02-24,5389,2023,Presencial,Negociação,Pendente
1479,2025-06-22,5416,1047,Online,Prospecção,Realizada
1480,2025-04-18,5208,2018,Online,Negociação,Realizada
1481,2025-02-15,5197,1038,Presencial,Prospecção,Pendente
1482,2025-01-23,5269,1053,Online,Negociação,Pendente
1483,2025-02-02,5127,1008,Telefone,Prospecção,Realizada
1484,2025-02-03,5318,2012,Online,Prospecção,Realizada
1485,2025-05-04,5417,1039,Telefone,Prospecção,Pendente
1486,2025-05-26,5314,1036,Telefone,Prospecção,Pendente
1487,2025-04-02,5441,2019,Presencial,Negociação,Realizada
1488,2025-02-18,5244,1015,Telefone,Pós-venda,Realizada
1489,2025-01-06,5379,1028,Presencial,Negociação,Realizada
1490,2025-06-28,5091,2036,Telefone,Pós-venda,Realizada
1491,2025-05-03,5420,1054,Online,Pós-venda,Realizada
1492,2025-03-31,5355,1006,Presencial,Pós-venda,Realizada
1493,2025-02-24,5338,1057,Presencial,Prospecção,Pendente
1494,2025-01-15,5176,2034,Presencial,Negociação,Pendente
1495,2025-03-15,5369,2037,Telefone,Negociação,Pendente
1496,2025-02-12,5496,1057,Presencial,Pós-venda,Pendente
1497,2025-03-18,5400,2030,Online,Prospecção,Realizada
1498,2025-04-20,5237,1022,Telefone,Pós-venda,Pendente
1499,2025-06-25,5272,1036,Telefone,Negociação,Realizada
1500,2025-04-21,5065,2009,Telefone,Negociação,Pendente
1501,2025-06-14,5460,1008,Presencial,Pós-venda,Realizada
1502,2025-03-15,5236,1015,Online,Negociação,Pendente
1503,2025-04-28,5027,2028,Telefone,Pós-venda,Realizada
1504,2025-04-09,5321,1019,Presencial,Pós-venda,Realizada
1505,2025-02-24,5247,1016,Presencial,Pós-venda,Pendente
1506,2025-03-04,5364,2020,Presencial,Negociação,Realizada
1507,2025-01-15,5198,2027,Online,Negociação,Pendente
1508,2025-03-02,5022,1042,Telefone,Pós-venda,Pendente
1509,2025-05-05,5471,1057,Presencial,Negociação,Realizada
1510,2025-01-19,5347,1008,Presencial,Prospecção,Realizada
1511,2025-06-21,5465,1054,Presencial,Prospecção,Realizada
1512,2025-01-29,5428,2025,Telefone,Pós-venda,Realizada
1513,2025-01-27,5023,2001,Presencial,Negociação,Pendente
1514,2025-04-19,5039,1057,Online,Pós-venda,Pendente
1515,2025-04-11,5119,1049,Telefone,Pós-venda,Pendente
1516,2025-06-24,5462,2036,Presencial,Prospecção,Pendente
1517,2025-03-13,5319,2035,Online,Negociação,Realizada
1518,2025-06-05,5208,1060,Online,Pós-venda,Realizada
1519,2025-05-22,5395,1032,Online,Pós-venda,Pendente
1520,2025-01-14,5312,1016,Presencial,Prospecção,Realizada
1521,2025-01-26,5268,2020,Telefone,Prospecção,Pendente
1522,2025-04-01,5227,1059,Presencial,Negociação,Realizada
1523,2025-04-05,5333,1008,Online,Prospecção,Pendente
1524,2025-05-17,5228,1055,Telefone,Negociação,Realizada
1525,2025-04-25,5201,2023,Presencial,Prospecção,Realizada
1526,2025-05-20,5394,2023,Telefone,Negociação,Realizada
1527,2025-06-09,5196,2033,Telefone,Prospecção,Pendente
1528,2025-04-09,5273,1053,Telefone,Prospecção,Realizada
1529,2025-05-21,5020,1054,Online,Negociação,Pendente
1530,2025-02-12,5484,2032,Presencial,Pós-venda,Pendente
1531,2025-06-30,5281,2013,Online,Negociação,Realizada
1532,2025-01-31,5446,1049,Telefone,Negociação,Pendente
1533,2025-06-04,5453,1031,Telefone,Prospecção,Pendente
1534,2025-06-17,5242,1052,Telefone,Prospecção,Realizada
1535,2025-04-30,5472,1056,Online,Pós-venda,Pendente
1536,2025-02-02,5127,2034,Telefone,Prospecção,Pendente
1537,2025-06-19,5416,1029,Online,Prospecção,Pendente
1538,2025-03-01,5414,1057,Presencial,Prospecção,Realizada
1539,2025-04-10,5338,1052,Presencial,Prospecção,Pendente
1540,2025-06-25,5443,2004,Online,Pós-venda,Pendente
1541,2025-03-21,5090,1036,Telefone,Prospecção,Realizada
1542,2025-01-16,5042,2008,Online,Prospecção,Pendente
1543,2025-03-11,5416,2013,Online,Pós-venda,Pendente
1544,2025-06-29,5233,1002,Online,Pós-venda,Realizada
1545,2025-03-16,5460,2015,Online,Prospecção,Pendente
1546,2025-03-17,5462,1030,Online,Pós-venda,Realizada
1547,2025-04-17,5454,2008,Presencial,Pós-venda,Pendente
1548,2025-05-31,5139,1022,Telefone,Negociação,Realizada
1549,2025-06-22,5487,1001,Presencial,Prospecção,Pendente
1550,2025-02-25,5109,1003,Presencial,Pós-venda,Pendente
1551,2025-03-04,5257,1009,Presencial,Prospecção,Pendente
1552,2025-05-22,5031,1035,Telefone,Negociação,Realizada
1553,2025-04-17,5118,2037,Telefone,Pós-venda,Realizada
1554,2025-03-23,5285,1009,Telefone,Negociação,Pendente
1555,2025-04-14,5364,2024,Telefone,Negociação,Pendente
1556,2025-05-05,5429,2006,Online,Pós-venda,Realizada
1557,2025-04-24,5453,1043,Presencial,Prospecção,Pendente
1558,2025-06-23,5386,1006,Online,Negociação,Pendente
1559,2025-03-17,5046,1057,Online,Negociação,Realizada
1560,2025-02-15,5486,1050,Telefone,Pós-venda,Pendente
1561,2025-05-02,5347,2024,Telefone,Negociação,Realizada
1562,2025-05-25,5267,1028,Online,Negociação,Realizada
1563,2025-02-02,5186,2035,Presencial,Prospecção,Pendente
1564,2025-05-03,5055,1012,Online,Prospecção,Realizada
1565,2025-04-12,5387,1051,Telefone,Pós-venda,Realizada
1566,2025-01-02,5441,1048,Presencial,Negociação,Pendente
1567,2025-02-21,5160,1037,Telefone,Pós-venda,Realizada
1568,2025-05-20,5413,2011,Telefone,Negociação,Realizada
1569,2025-04-01,5458,1049,Presencial,Negociação,Pendente
1570,2025-01-16,5226,1053,Online,Negociação,Realizada
1571,2025-06-04,5029,1055,Presencial,Negociação,Pendente
1572,2025-02-27,5328,2023,Presencial,Negociação,Realizada
1573,2025-03-06,5396,1056,Telefone,Pós-venda,Realizada
1574,2025-02-04,5470,1049,Telefone,Pós-venda,Pendente
1575,2025-03-25,5204,2022,Telefone,Negociação,Pendente
1576,2025-05-29,5187,1060,Online,Negociação,Pendente
1577,2025-04-14,5259,1028,Presencial,Prospecção,Pendente
1578,2025-01-30,5483,1056,Presencial,Negociação,Realizada
1579,2025-02-27,5048,2026,Telefone,Prospecção,Pendente
1580,2025-06-01,5021,2027,Online,Pós-venda,Pendente
1581,2025-06-09,5270,1020,Online,Negociação,Realizada
1582,2025-03-02,5200,1059,Telefone,Pós-venda,Pendente
1583,2025-04-25,5399,2009,Online,Pós-venda,Pendente
1584,2025-03-21,5040,1013,Presencial,Pós-venda,Realizada
1585,2025-05-02,5288,2008,Online,Pós-venda,Pendente
1586,2025-01-14,5395,1050,Telefone,Prospecção,Realizada
1587,2025-05-22,5137,1050,Telefone,Pós-venda,Pendente
1588,2025-02-08,5118,1014,Online,Negociação,Realizada
1589,2025-02-08,5027,1023,Presencial,Prospecção,Pendente
1590,2025-06-20,5467,2020,Online,Negociação,Pendente
1591,2025-06-17,5262,1058,Presencial,Negociação,Realizada
1592,2025-02-20,5306,1018,Telefone,Prospecção,Pendente
1593,2025-04-15,5412,1057,Online,Pós-venda,Pendente
1594,2025-03-03,5073,2036,Telefone,Negociação,Pendente
1595,2025-06-02,5425,1001,Online,Negociação,Realizada
1596,2025-06-11,5001,1017,Telefone,Pós-venda,Realizada
1597,2025-02-27,5211,2007,Online,Prospecção,Realizada
1598,2025-04-24,5040,1038,Online,Negociação,Realizada
1599,2025-03-29,5236,1057,Online,Pós-venda,Pendente
1600,2025-06-22,5013,1007,Online,Prospecção,Realizada
1601,2025-05-18,5039,1027,Presencial,Negociação,Realizada
1602,2025-04-10,5446,2031,Telefone,Prospecção,Pendente
1603,2025-04-01,5192,1038,Telefone,Pós-venda,Pendente
1604,2025-03-11,5318,1017,Online,Negociação,Pendente
1605,2025-01-15,5184,1042,Presencial,Pós-venda,Realizada
1606,2025-02-09,5216,2032,Presencial,Pós-venda,Pendente
1607,2025-03-25,5496,2004,Online,Prospecção,Pendente
1608,2025-05-30,5323,2011,Telefone,Pós-venda,Realizada
1609,2025-06-14,5492,1049,Online,Prospecção,Pendente
1610,2025-02-03,5315,2017,Presencial,Prospecção,Realizada
1611,2025-03-14,5168,1049,Telefone,Pós-venda,Pendente
1612,2025-04-10,5385,2036,Telefone,Pós-venda,Pendente
1613,2025-05-16,5055,1029,Telefone,Pós-venda,Realizada
1614,2025-02-14,5465,2003,Telefone,Prospecção,Pendente
1615,2025-04-07,5430,2004,Presencial,Prospecção,Realizada
1616,2025-02-05,5473,1005,Presencial,Pós-venda,Pendente
1617,2025-02-13,5129,2007,Presencial,Negociação,Pendente
1618,2025-02-11,5008,2002,Telefone,Prospecção,Pendente
1619,2025-03-21,5302,2040,Online,Pós-venda,Pendente
1620,2025-06-30,5319,1041,Telefone,Pós-venda,Realizada
1621,2025-03-26,5142,2035,Online,Negociação,Pendente
1622,2025-06-23,5317,2015,Online,Pós-venda,Pendente
