id_oportunidade,cliente_id,vendedor_id,data_abertura,valor_estimado,linha,status
1982,5026,1057,2025-02-20,14533,Tryon,Perdido
1983,5412,2011,2025-04-23,27611,Unitite,Negociação
1984,5411,2027,2025-05-15,23284,Tryon,Perdido
1985,5317,1006,2025-06-05,13822,Unitite,Proposta
1986,5332,1060,2025-02-10,3045,Unitite,Negociação
1987,5331,2038,2025-02-25,23609,Tryon,Perdido
1988,5414,1036,2025-01-26,8715,Strong,Perdido
1989,5015,1032,2025-06-29,14366,Unitite,Fechado ganho
1990,5238,2040,2025-04-06,25599,Strong,Fechado ganho
1991,5486,1021,2025-03-03,13123,Strong,Negociação
1992,5152,1060,2025-02-19,20508,Epikut,Fechado ganho
1993,5041,1024,2025-05-28,17319,Tryon,Negociação
1994,5094,1044,2025-02-01,15046,Tryon,Fechado ganho
1995,5370,1052,2025-03-28,9221,Epikut,Negociação
1996,5375,1047,2025-03-10,26197,Tryon,Negociação
1997,5382,1014,2025-02-14,11568,Tryon,Perdido
1998,5045,2023,2025-01-24,23800,Tryon,Proposta
1999,5293,2011,2025-01-28,27119,Unitite,Proposta
2000,5079,1050,2025-02-11,27883,Strong,Perdido
2001,5362,1059,2025-05-18,24768,Unitite,Perdido
2002,5278,1054,2025-04-23,17146,Unitite,Fechado ganho
2003,5263,1035,2025-06-29,19594,Tryon,Perdido
2004,5344,2002,2025-02-01,27092,Unitite,Fechado ganho
2005,5162,1048,2025-06-23,15709,Unitite,Proposta
2006,5091,2031,2025-02-01,27997,Unitite,Fechado ganho
2007,5476,1034,2025-04-11,16176,Unitite,Negociação
2008,5500,1034,2025-04-21,18424,Unitite,Fechado ganho
2009,5110,1030,2025-01-26,28183,Epikut,Negociação
2010,5047,1051,2025-03-19,15369,Epikut,Perdido
2011,5068,2022,2025-05-19,21282,Tryon,Fechado ganho
2012,5498,1050,2025-02-19,29059,Unitite,Perdido
2013,5300,1009,2025-05-04,16349,Strong,Perdido
2014,5302,1013,2025-02-09,11297,Unitite,Proposta
2015,5061,1033,2025-03-26,24774,Epikut,Proposta
2016,5482,2011,2025-01-02,20710,Unitite,Fechado ganho
2017,5276,1013,2025-05-31,13717,Tryon,Perdido
2018,5091,1032,2025-04-13,10763,Epikut,Proposta
2019,5038,2002,2025-04-02,27800,Strong,Negociação
2020,5436,2028,2025-02-05,8721,Strong,Negociação
2021,5095,2028,2025-06-30,6453,Unitite,Negociação
2022,5087,1007,2025-04-05,28008,Epikut,Fechado ganho
2023,5407,1018,2025-05-16,15239,Unitite,Negociação
2024,5373,1052,2025-03-09,17291,Epikut,Perdido
2025,5368,1015,2025-05-19,6609,Tryon,Proposta
2026,5439,1049,2025-05-11,7935,Epikut,Proposta
2027,5080,2028,2025-03-09,9290,Strong,Perdido
2028,5004,1047,2025-06-18,4258,Unitite,Fechado ganho
2029,5299,2013,2025-04-05,28438,Epikut,Proposta
2030,5010,1016,2025-01-29,29244,Strong,Fechado ganho
2031,5075,2026,2025-06-06,25916,Tryon,Proposta
2032,5461,1007,2025-02-10,19707,Tryon,Proposta
2033,5446,2014,2025-01-12,8264,Epikut,Fechado ganho
2034,5252,1036,2025-01-21,15666,Strong,Negociação
2035,5015,2024,2025-04-03,22296,Epikut,Fechado ganho
2036,5147,1002,2025-01-13,26740,Tryon,Proposta
2037,5485,1050,2025-04-12,19835,Strong,Fechado ganho
2038,5266,1026,2025-01-24,8882,Epikut,Proposta
2039,5242,1008,2025-01-21,24611,Unitite,Negociação
2040,5014,1009,2025-06-30,25600,Unitite,Proposta
2041,5308,1020,2025-06-28,4002,Epikut,Fechado ganho
2042,5382,2024,2025-05-02,25711,Strong,Proposta
2043,5360,1022,2025-06-23,13540,Strong,Proposta
2044,5169,1024,2025-04-09,29869,Epikut,Proposta
2045,5027,1045,2025-04-07,4677,Tryon,Fechado ganho
2046,5286,2035,2025-04-04,4344,Epikut,Perdido
2047,5145,1015,2025-05-20,15719,Strong,Fechado ganho
2048,5431,1046,2025-06-01,25526,Epikut,Negociação
2049,5500,1053,2025-04-05,3633,Strong,Negociação
2050,5251,1057,2025-05-03,11224,Strong,Negociação
2051,5103,2003,2025-02-12,17597,Unitite,Proposta
2052,5376,1011,2025-05-20,4296,Strong,Fechado ganho
2053,5204,1043,2025-04-11,14041,Unitite,Fechado ganho
2054,5325,1001,2025-02-08,2152,Unitite,Perdido
2055,5337,1048,2025-04-05,20723,Strong,Negociação
2056,5364,1021,2025-01-06,6261,Strong,Proposta
2057,5455,1036,2025-06-03,6714,Epikut,Perdido
2058,5455,1032,2025-03-21,9310,Tryon,Proposta
2059,5464,2029,2025-02-24,6995,Tryon,Fechado ganho
2060,5145,2040,2025-03-24,16689,Epikut,Fechado ganho
2061,5234,1048,2025-05-07,3656,Unitite,Proposta
2062,5106,1028,2025-04-07,8045,Strong,Proposta
2063,5303,2031,2025-04-02,20514,Tryon,Proposta
2064,5171,1006,2025-05-22,14245,Epikut,Perdido
2065,5185,1056,2025-06-09,27343,Tryon,Fechado ganho
2066,5449,2026,2025-04-26,16815,Tryon,Perdido
2067,5191,1057,2025-01-08,24393,Strong,Fechado ganho
2068,5227,2031,2025-03-13,18958,Strong,Negociação
2069,5345,1037,2025-01-27,17550,Tryon,Proposta
2070,5381,1056,2025-06-23,21781,Strong,Proposta
2071,5319,1056,2025-05-05,12387,Unitite,Proposta
2072,5434,1024,2025-05-29,8849,Tryon,Perdido
2073,5104,1059,2025-04-01,11491,Tryon,Perdido
2074,5381,2038,2025-01-06,25676,Tryon,Proposta
2075,5123,1027,2025-03-01,7885,Strong,Perdido
2076,5433,2013,2025-06-11,15665,Epikut,Proposta
2077,5375,1025,2025-04-20,28668,Unitite,Proposta
2078,5395,1034,2025-04-24,27952,Unitite,Fechado ganho
2079,5272,1013,2025-04-23,7893,Tryon,Negociação
2080,5474,1041,2025-01-23,16377,Tryon,Proposta
2081,5088,2010,2025-05-08,11288,Tryon,Fechado ganho
2082,5319,2007,2025-01-07,21536,Strong,Fechado ganho
2083,5178,1016,2025-03-27,16728,Tryon,Proposta
2084,5237,2035,2025-06-22,26915,Strong,Proposta
2085,5382,2023,2025-01-04,18582,Epikut,Negociação
2086,5158,1055,2025-03-11,18670,Unitite,Perdido
2087,5395,1042,2025-04-27,12874,Strong,Proposta
2088,5454,1038,2025-01-19,22602,Unitite,Perdido
2089,5221,2040,2025-06-24,5830,Tryon,Perdido
2090,5050,1026,2025-05-30,4315,Strong,Negociação
2091,5369,2033,2025-06-07,20909,Unitite,Perdido
2092,5234,2031,2025-03-10,5802,Unitite,Fechado ganho
2093,5085,2035,2025-05-06,23007,Epikut,Fechado ganho
2094,5231,1020,2025-01-16,4440,Epikut,Perdido
2095,5116,2025,2025-02-25,10591,Unitite,Perdido
2096,5115,2034,2025-03-20,2677,Unitite,Perdido
2097,5443,1003,2025-02-15,20577,Unitite,Proposta
2098,5310,1003,2025-03-21,23287,Epikut,Perdido
2099,5402,2022,2025-03-06,8057,Strong,Perdido
2100,5052,1034,2025-02-02,11998,Tryon,Proposta
2101,5289,1036,2025-01-10,20975,Tryon,Negociação
2102,5067,1010,2025-01-15,5063,Unitite,Perdido
2103,5107,2001,2025-06-07,5163,Unitite,Proposta
2104,5013,1033,2025-04-26,6937,Strong,Fechado ganho
2105,5246,2013,2025-06-06,4570,Epikut,Fechado ganho
2106,5341,2014,2025-03-20,13345,Tryon,Negociação
2107,5455,2005,2025-06-11,25388,Unitite,Perdido
2108,5391,2007,2025-05-12,27422,Epikut,Fechado ganho
2109,5226,2025,2025-01-15,28468,Unitite,Negociação
2110,5140,1012,2025-03-28,10657,Unitite,Negociação
2111,5425,1003,2025-01-28,9851,Strong,Fechado ganho
2112,5051,1050,2025-05-27,26220,Tryon,Fechado ganho
2113,5198,2027,2025-05-12,21123,Tryon,Perdido
2114,5304,2010,2025-05-25,12527,Epikut,Negociação
2115,5043,1034,2025-03-18,12684,Tryon,Proposta
2116,5440,1001,2025-02-05,24143,Strong,Negociação
2117,5297,2028,2025-06-13,9092,Epikut,Fechado ganho
2118,5193,2008,2025-01-17,18851,Epikut,Perdido
2119,5288,1001,2025-01-13,19011,Epikut,Fechado ganho
2120,5210,1050,2025-06-19,21226,Epikut,Perdido
2121,5171,2017,2025-01-17,20000,Strong,Proposta
2122,5202,1053,2025-03-26,3003,Tryon,Perdido
2123,5278,1047,2025-02-16,28094,Strong,Perdido
2124,5346,1057,2025-06-23,9489,Tryon,Negociação
2125,5299,1053,2025-04-29,10306,Epikut,Fechado ganho
2126,5134,2009,2025-04-09,10445,Tryon,Negociação
2127,5032,1035,2025-03-30,10725,Strong,Negociação
2128,5192,1045,2025-06-23,25484,Strong,Proposta
2129,5130,1009,2025-03-20,9682,Strong,Perdido
2130,5349,2014,2025-02-17,20377,Epikut,Negociação
2131,5079,2027,2025-01-05,10011,Unitite,Perdido
2132,5182,1014,2025-02-07,3125,Unitite,Perdido
2133,5416,1015,2025-04-04,29281,Epikut,Perdido
2134,5089,2040,2025-04-09,29119,Epikut,Perdido
2135,5176,2005,2025-05-11,4632,Unitite,Negociação
2136,5422,2028,2025-03-20,3220,Epikut,Negociação
2137,5359,2032,2025-03-20,29068,Tryon,Proposta
2138,5292,1019,2025-05-04,27136,Strong,Negociação
2139,5213,1009,2025-04-23,18671,Epikut,Fechado ganho
2140,5218,2023,2025-05-11,14172,Tryon,Negociação
2141,5461,1055,2025-06-23,15733,Tryon,Perdido
2142,5029,1009,2025-01-03,8582,Epikut,Proposta
2143,5376,1031,2025-03-10,26489,Unitite,Proposta
2144,5376,1016,2025-01-10,7373,Unitite,Perdido
2145,5087,1037,2025-01-20,20868,Strong,Fechado ganho
2146,5290,2023,2025-03-22,5480,Strong,Proposta
2147,5407,2019,2025-04-21,13431,Strong,Perdido
2148,5195,1015,2025-05-26,29215,Strong,Fechado ganho
2149,5278,1033,2025-04-05,10322,Strong,Perdido
2150,5265,1037,2025-01-27,27097,Tryon,Negociação
2151,5225,2026,2025-06-26,13615,Epikut,Negociação
2152,5277,2008,2025-04-05,24744,Strong,Perdido
2153,5094,2014,2025-04-21,14312,Epikut,Proposta
2154,5176,2036,2025-01-21,15566,Strong,Negociação
2155,5258,2040,2025-05-11,4002,Tryon,Proposta
2156,5434,1015,2025-06-03,8671,Strong,Proposta
2157,5332,2015,2025-02-01,13332,Epikut,Fechado ganho
2158,5061,1004,2025-01-11,14729,Strong,Fechado ganho
2159,5339,1040,2025-04-18,24703,Tryon,Proposta
2160,5206,2028,2025-02-19,17493,Tryon,Fechado ganho
2161,5381,2023,2025-05-14,11799,Tryon,Fechado ganho
2162,5143,2012,2025-06-06,20994,Epikut,Negociação
2163,5184,2027,2025-05-06,11874,Unitite,Negociação
2164,5204,1008,2025-04-09,22333,Unitite,Negociação
2165,5013,2013,2025-05-08,11084,Unitite,Fechado ganho
2166,5360,2001,2025-02-11,8771,Unitite,Perdido
2167,5293,1033,2025-06-08,19100,Tryon,Proposta
2168,5228,2018,2025-01-20,15486,Epikut,Negociação
2169,5053,1018,2025-02-28,29387,Unitite,Proposta
2170,5313,1030,2025-04-14,10189,Tryon,Perdido
2171,5328,2022,2025-02-08,19359,Strong,Negociação
2172,5180,1006,2025-01-08,3717,Unitite,Fechado ganho
2173,5257,1034,2025-05-30,8958,Strong,Fechado ganho
2174,5409,1042,2025-03-14,28237,Epikut,Proposta
2175,5236,2020,2025-03-25,26918,Tryon,Proposta
2176,5099,1028,2025-06-30,12938,Strong,Proposta
2177,5495,1022,2025-06-28,26798,Strong,Perdido
2178,5087,1006,2025-03-16,18313,Tryon,Fechado ganho
2179,5165,2033,2025-02-18,10784,Tryon,Fechado ganho
2180,5206,1046,2025-03-08,26250,Tryon,Proposta
2181,5095,1060,2025-06-25,12029,Unitite,Perdido
2182,5043,1019,2025-01-11,7315,Unitite,Negociação
2183,5284,1028,2025-02-02,4240,Tryon,Negociação
2184,5221,1059,2025-05-22,9056,Tryon,Negociação
2185,5170,2001,2025-06-26,13626,Strong,Perdido
2186,5254,1035,2025-05-17,20104,Unitite,Fechado ganho
2187,5360,1050,2025-04-19,20043,Strong,Proposta
2188,5335,2037,2025-04-03,8030,Unitite,Perdido
2189,5411,1027,2025-03-23,15454,Unitite,Proposta
2190,5028,1059,2025-02-24,29147,Strong,Fechado ganho
2191,5485,1015,2025-05-04,7402,Tryon,Proposta
2192,5252,1006,2025-02-21,24573,Epikut,Perdido
2193,5487,1027,2025-05-15,27518,Epikut,Negociação
2194,5035,1048,2025-01-20,3832,Unitite,Fechado ganho
2195,5452,1022,2025-01-08,22002,Strong,Negociação
2196,5319,1034,2025-01-28,24799,Tryon,Fechado ganho
2197,5151,1006,2025-06-24,9789,Epikut,Proposta
2198,5011,2016,2025-05-23,18944,Strong,Perdido
2199,5419,1030,2025-01-20,3360,Tryon,Negociação
2200,5227,1051,2025-05-20,28794,Tryon,Proposta
2201,5091,1021,2025-02-17,19434,Unitite,Perdido
2202,5483,2021,2025-04-15,11669,Unitite,Proposta
2203,5500,2030,2025-06-14,19045,Epikut,Fechado ganho
2204,5065,1033,2025-05-13,16774,Strong,Perdido
2205,5102,1028,2025-03-05,2900,Epikut,Negociação
2206,5280,2017,2025-03-30,10254,Unitite,Perdido
2207,5106,1022,2025-02-10,6492,Unitite,Perdido
2208,5313,1003,2025-05-18,19175,Unitite,Negociação
2209,5025,2006,2025-04-11,18777,Strong,Proposta
2210,5241,2013,2025-04-25,4762,Unitite,Perdido
2211,5229,1029,2025-04-30,26057,Epikut,Fechado ganho
2212,5016,1032,2025-06-30,7275,Tryon,Fechado ganho
2213,5104,1004,2025-03-10,14667,Unitite,Proposta
2214,5058,1040,2025-01-04,2207,Tryon,Perdido
2215,5384,2027,2025-03-28,12699,Epikut,Fechado ganho
2216,5013,1024,2025-05-19,21180,Strong,Negociação
2217,5249,2026,2025-02-25,14099,Strong,Fechado ganho
2218,5087,2002,2025-06-07,12929,Tryon,Negociação
2219,5040,2025,2025-03-28,27915,Tryon,Perdido
2220,5478,1033,2025-04-18,2615,Unitite,Negociação
2221,5410,1015,2025-05-22,17107,Strong,Proposta
2222,5302,1024,2025-05-13,14272,Epikut,Fechado ganho
2223,5188,1046,2025-06-07,5543,Epikut,Fechado ganho
2224,5125,1046,2025-03-12,22875,Unitite,Proposta
2225,5244,2014,2025-01-14,29029,Tryon,Negociação
2226,5266,2002,2025-01-04,23930,Unitite,Fechado ganho
2227,5035,1059,2025-01-07,18017,Strong,Negociação
2228,5172,1057,2025-02-08,12940,Unitite,Perdido
2229,5264,2016,2025-06-27,11765,Unitite,Negociação
2230,5178,2008,2025-02-12,22954,Tryon,Perdido
2231,5350,1059,2025-04-29,13050,Epikut,Proposta
2232,5499,2028,2025-04-21,2923,Unitite,Proposta
2233,5139,2018,2025-02-21,26196,Unitite,Negociação
2234,5211,1040,2025-02-25,9059,Tryon,Fechado ganho
2235,5269,1058,2025-02-04,3699,Strong,Perdido
2236,5296,2025,2025-04-14,11992,Tryon,Negociação
2237,5064,1017,2025-06-12,5167,Unitite,Perdido
2238,5055,1021,2025-04-12,7049,Tryon,Fechado ganho
2239,5144,1023,2025-02-13,12868,Unitite,Fechado ganho
2240,5078,2004,2025-02-07,6330,Strong,Negociação
2241,5130,2039,2025-01-17,24100,Epikut,Perdido
2242,5085,2001,2025-01-19,13023,Strong,Negociação
2243,5097,2001,2025-03-21,14974,Epikut,Perdido
2244,5045,1056,2025-04-13,23507,Tryon,Negociação
2245,5199,2028,2025-04-24,4994,Unitite,Fechado ganho
2246,5226,2015,2025-02-13,22180,Epikut,Negociação
2247,5280,2007,2025-04-15,10334,Strong,Negociação
2248,5391,1047,2025-06-03,22782,Epikut,Negociação
2249,5465,1056,2025-01-06,13458,Epikut,Negociação
2250,5395,1021,2025-02-07,22397,Unitite,Perdido
2251,5349,2023,2025-01-09,26730,Strong,Fechado ganho
2252,5250,2031,2025-06-06,18408,Strong,Proposta
2253,5036,1021,2025-06-28,23745,Epikut,Proposta
2254,5286,1032,2025-02-21,6428,Strong,Proposta
2255,5355,1036,2025-02-07,13691,Epikut,Negociação
2256,5353,1007,2025-02-21,12325,Unitite,Negociação
2257,5114,1029,2025-03-13,23214,Epikut,Proposta
2258,5410,1008,2025-06-01,9764,Unitite,Perdido
2259,5166,2004,2025-03-14,14410,Strong,Perdido
2260,5207,2001,2025-04-02,2381,Epikut,Negociação
2261,5391,2018,2025-05-18,15066,Strong,Negociação
2262,5290,1010,2025-03-16,27203,Strong,Proposta
2263,5053,1060,2025-06-17,27729,Strong,Negociação
2264,5175,1054,2025-01-26,11496,Strong,Fechado ganho
2265,5252,1045,2025-05-27,8000,Unitite,Perdido
2266,5173,1029,2025-03-16,18801,Strong,Proposta
2267,5130,1017,2025-02-07,21751,Unitite,Negociação
2268,5037,2014,2025-05-10,6044,Strong,Fechado ganho
2269,5098,2025,2025-01-14,20358,Tryon,Fechado ganho
2270,5187,2006,2025-02-18,6931,Epikut,Proposta
2271,5157,2026,2025-04-07,19472,Tryon,Negociação
2272,5063,2001,2025-02-12,29526,Tryon,Negociação
2273,5265,2002,2025-05-15,28343,Unitite,Proposta
2274,5468,2015,2025-02-02,25993,Epikut,Perdido
2275,5220,1059,2025-05-31,3509,Unitite,Negociação
2276,5383,2040,2025-05-01,14096,Strong,Proposta
2277,5335,1019,2025-05-29,3738,Unitite,Negociação
2278,5237,2001,2025-03-28,29585,Unitite,Fechado ganho
2279,5282,2021,2025-02-03,2286,Strong,Fechado ganho
2280,5130,2001,2025-05-16,20741,Epikut,Proposta
2281,5429,2001,2025-01-24,5649,Tryon,Negociação
2282,5425,2012,2025-02-11,9493,Strong,Negociação
2283,5466,2002,2025-01-23,26445,Epikut,Fechado ganho
2284,5366,1021,2025-04-18,15703,Strong,Fechado ganho
2285,5121,2020,2025-02-09,20053,Unitite,Proposta
2286,5067,2001,2025-03-04,7847,Epikut,Proposta
2287,5394,1052,2025-01-12,22389,Unitite,Perdido
2288,5130,1022,2025-04-03,23894,Unitite,Fechado ganho
2289,5060,1015,2025-04-26,15215,Strong,Proposta
2290,5332,2021,2025-05-02,2970,Tryon,Negociação
2291,5069,1054,2025-02-13,19373,Unitite,Fechado ganho
2292,5385,2019,2025-06-30,11196,Epikut,Perdido
2293,5451,1053,2025-06-16,2452,Strong,Proposta
2294,5178,1019,2025-02-12,17075,Unitite,Negociação
2295,5312,1051,2025-04-06,2747,Epikut,Perdido
2296,5160,2011,2025-06-12,15105,Tryon,Proposta
2297,5306,1041,2025-05-09,22451,Unitite,Perdido
2298,5135,2014,2025-02-15,27844,Strong,Fechado ganho
2299,5352,1054,2025-05-16,4816,Strong,Negociação
2300,5382,2015,2025-05-20,10900,Tryon,Proposta
2301,5175,2025,2025-04-14,12126,Tryon,Proposta
2302,5279,1012,2025-01-30,20052,Tryon,Fechado ganho
2303,5097,1054,2025-06-04,2882,Epikut,Fechado ganho
2304,5180,1057,2025-03-10,3954,Strong,Perdido
2305,5484,1051,2025-01-15,15994,Unitite,Fechado ganho
2306,5480,2008,2025-01-31,23878,Epikut,Perdido
2307,5148,1053,2025-03-25,10379,Unitite,Negociação
2308,5299,1016,2025-03-08,12736,Strong,Perdido
2309,5231,1055,2025-02-11,9166,Epikut,Fechado ganho
2310,5373,1058,2025-06-21,23783,Tryon,Proposta
2311,5403,2024,2025-01-23,22469,Strong,Negociação
2312,5131,1024,2025-01-22,18153,Tryon,Proposta
2313,5259,1042,2025-02-15,8552,Unitite,Perdido
2314,5272,1060,2025-04-17,7736,Epikut,Perdido
2315,5198,1032,2025-03-31,26496,Epikut,Fechado ganho
2316,5231,1059,2025-02-18,11586,Strong,Negociação
2317,5127,1044,2025-05-12,5533,Strong,Fechado ganho
2318,5033,2028,2025-04-28,6745,Epikut,Perdido
2319,5105,2032,2025-04-10,5710,Unitite,Proposta
2320,5445,1023,2025-05-28,13468,Tryon,Perdido
2321,5189,1015,2025-04-01,26764,Strong,Perdido
2322,5319,2020,2025-06-18,17728,Strong,Fechado ganho
2323,5026,1044,2025-01-02,24323,Strong,Proposta
2324,5353,2002,2025-06-16,13346,Unitite,Proposta
2325,5314,1038,2025-01-26,25786,Strong,Negociação
2326,5297,2015,2025-01-31,6986,Epikut,Proposta
2327,5366,1034,2025-02-15,7423,Epikut,Fechado ganho
2328,5384,1059,2025-06-28,20654,Strong,Fechado ganho
2329,5219,2019,2025-03-19,10997,Tryon,Perdido
2330,5434,2032,2025-03-07,21300,Epikut,Proposta
2331,5368,1003,2025-04-22,3466,Epikut,Fechado ganho
2332,5125,1038,2025-05-26,26356,Tryon,Proposta
2333,5302,1006,2025-02-10,11142,Epikut,Fechado ganho
2334,5100,2017,2025-01-21,15861,Unitite,Perdido
2335,5347,1027,2025-03-09,10467,Unitite,Fechado ganho
2336,5153,2038,2025-06-06,13691,Strong,Negociação
2337,5104,2014,2025-03-24,23975,Tryon,Perdido
2338,5351,1001,2025-01-13,2580,Epikut,Proposta
2339,5284,2012,2025-02-20,12870,Strong,Perdido
2340,5408,2023,2025-06-13,5266,Epikut,Proposta
2341,5044,1040,2025-05-20,10160,Strong,Proposta
2342,5424,2037,2025-05-07,13655,Tryon,Fechado ganho
2343,5405,1054,2025-06-17,5887,Unitite,Negociação
2344,5427,1055,2025-03-08,22815,Unitite,Perdido
2345,5111,2037,2025-02-22,10321,Epikut,Fechado ganho
2346,5166,2002,2025-04-24,3433,Tryon,Negociação
2347,5456,1021,2025-06-23,7482,Unitite,Negociação
2348,5124,1012,2025-03-31,18152,Strong,Fechado ganho
2349,5186,1033,2025-05-18,6721,Strong,Fechado ganho
2350,5203,1057,2025-04-13,4415,Epikut,Perdido
2351,5292,1037,2025-02-17,11277,Tryon,Perdido
2352,5309,1017,2025-04-27,20464,Strong,Fechado ganho
2353,5142,2031,2025-03-18,24445,Unitite,Negociação
2354,5054,2019,2025-03-16,6003,Epikut,Proposta
2355,5049,2023,2025-06-25,19189,Tryon,Perdido
2356,5107,1031,2025-03-03,25368,Tryon,Perdido
2357,5163,1051,2025-01-28,20322,Strong,Negociação
2358,5356,1048,2025-05-02,9122,Strong,Proposta
2359,5483,1039,2025-05-21,4229,Epikut,Negociação
2360,5183,2025,2025-03-30,8551,Strong,Perdido
2361,5355,2020,2025-04-21,25699,Epikut,Perdido
2362,5462,1015,2025-02-15,6099,Unitite,Negociação
2363,5390,1001,2025-01-02,26453,Unitite,Perdido
2364,5495,2036,2025-01-10,2913,Unitite,Proposta
2365,5070,1025,2025-04-22,12488,Strong,Negociação
2366,5341,1022,2025-01-25,23668,Tryon,Perdido
2367,5072,1035,2025-03-07,10789,Strong,Perdido
2368,5149,2021,2025-01-22,20607,Unitite,Fechado ganho
2369,5308,2012,2025-01-11,2420,Tryon,Negociação
2370,5221,2004,2025-06-17,11592,Strong,Negociação
2371,5298,2004,2025-02-05,7843,Epikut,Fechado ganho
2372,5374,1017,2025-03-25,17953,Unitite,Negociação
2373,5400,1008,2025-06-16,26378,Epikut,Proposta
2374,5231,2018,2025-06-13,20298,Strong,Negociação
2375,5461,2006,2025-05-27,2590,Strong,Perdido
2376,5489,2006,2025-04-27,8136,Strong,Fechado ganho
2377,5468,1035,2025-06-20,25819,Tryon,Perdido
2378,5105,2011,2025-03-09,2426,Tryon,Proposta
2379,5472,1043,2025-01-12,18679,Tryon,Proposta
2380,5500,1019,2025-04-04,6108,Strong,Proposta
2381,5145,2009,2025-03-09,2261,Tryon,Proposta
2382,5214,1029,2025-01-30,20915,Strong,Proposta
2383,5202,1026,2025-05-01,5883,Tryon,Fechado ganho
2384,5441,1030,2025-03-30,22963,Strong,Fechado ganho
2385,5291,1017,2025-01-06,12497,Strong,Proposta
2386,5116,2006,2025-01-31,24424,Tryon,Fechado ganho
2387,5317,1014,2025-05-03,22102,Tryon,Proposta
2388,5102,2029,2025-01-15,15648,Strong,Fechado ganho
2389,5233,1056,2025-02-02,25517,Epikut,Negociação
2390,5350,1002,2025-06-13,4636,Unitite,Perdido
2391,5160,2039,2025-02-10,23305,Strong,Perdido
2392,5024,1056,2025-01-18,23714,Unitite,Fechado ganho
2393,5098,2028,2025-05-28,12904,Tryon,Proposta
2394,5278,2007,2025-04-06,24340,Strong,Fechado ganho
2395,5140,1006,2025-04-22,8566,Unitite,Negociação
2396,5421,1057,2025-02-21,3281,Epikut,Perdido
2397,5151,2002,2025-06-25,27707,Strong,Fechado ganho
2398,5037,1009,2025-03-06,22924,Epikut,Fechado ganho
2399,5214,1054,2025-05-19,17109,Tryon,Negociação
2400,5118,2030,2025-06-02,23740,Unitite,Proposta
2401,5002,1016,2025-06-20,20091,Epikut,Perdido
2402,5300,1017,2025-04-30,3365,Tryon,Fechado ganho
2403,5490,1032,2025-04-12,16595,Unitite,Proposta
2404,5062,1044,2025-06-10,3905,Unitite,Proposta
2405,5035,2013,2025-05-08,21404,Epikut,Perdido
2406,5338,2033,2025-06-15,16488,Unitite,Perdido
2407,5249,2017,2025-02-12,16616,Tryon,Perdido
2408,5497,2021,2025-05-13,3833,Unitite,Negociação
2409,5458,1019,2025-02-07,25849,Tryon,Perdido
2410,5087,1053,2025-02-13,14673,Epikut,Proposta
2411,5109,2026,2025-06-19,8936,Strong,Negociação
2412,5396,1027,2025-05-06,10507,Epikut,Perdido
2413,5485,2025,2025-06-29,10948,Unitite,Proposta
2414,5457,1059,2025-05-17,3705,Tryon,Fechado ganho
2415,5161,1054,2025-06-07,16251,Strong,Fechado ganho
2416,5273,1048,2025-04-02,3760,Strong,Negociação
2417,5083,1010,2025-06-16,5862,Unitite,Proposta
2418,5076,2040,2025-06-28,26772,Tryon,Fechado ganho
2419,5395,1033,2025-06-15,28035,Epikut,Proposta
2420,5349,1047,2025-02-09,17843,Unitite,Fechado ganho
2421,5275,1020,2025-06-03,8856,Strong,Negociação
2422,5167,2033,2025-06-01,18422,Tryon,Proposta
2423,5270,1024,2025-06-03,11937,Unitite,Fechado ganho
2424,5454,1034,2025-01-31,9570,Strong,Negociação
2425,5197,2029,2025-01-30,20546,Strong,Perdido
2426,5490,2032,2025-06-06,28134,Epikut,Fechado ganho
2427,5268,2022,2025-02-14,12743,Epikut,Negociação
2428,5110,1059,2025-01-31,18255,Strong,Negociação
2429,5062,1007,2025-02-05,2293,Unitite,Negociação
2430,5335,1050,2025-04-30,10793,Unitite,Perdido
2431,5234,2030,2025-05-01,7297,Unitite,Perdido
2432,5398,2027,2025-01-03,20408,Strong,Fechado ganho
2433,5464,1011,2025-04-14,21870,Unitite,Fechado ganho
2434,5211,1035,2025-05-21,12607,Tryon,Proposta
2435,5261,1009,2025-05-04,24545,Tryon,Proposta
2436,5263,1056,2025-04-19,11729,Unitite,Negociação
2437,5323,2037,2025-05-07,22787,Strong,Proposta
2438,5021,1056,2025-06-20,24072,Strong,Negociação
2439,5216,1003,2025-02-02,12613,Unitite,Fechado ganho
2440,5045,1026,2025-01-24,8058,Unitite,Perdido
2441,5383,2030,2025-02-05,28128,Tryon,Negociação
2442,5299,1039,2025-02-06,6074,Epikut,Fechado ganho
2443,5475,2003,2025-01-22,10324,Strong,Negociação
2444,5029,1004,2025-05-01,12971,Unitite,Negociação
2445,5083,1027,2025-06-22,23510,Epikut,Perdido
2446,5254,2027,2025-04-13,21425,Unitite,Perdido
2447,5464,2037,2025-03-26,12633,Tryon,Fechado ganho
2448,5150,2026,2025-02-14,6935,Epikut,Proposta
2449,5285,1038,2025-04-03,12315,Tryon,Proposta
2450,5035,1012,2025-06-14,16424,Unitite,Fechado ganho
2451,5457,1024,2025-02-08,23556,Unitite,Proposta
2452,5483,1048,2025-01-14,11346,Tryon,Fechado ganho
2453,5087,2014,2025-05-12,9007,Unitite,Proposta
2454,5004,2038,2025-03-03,20389,Strong,Fechado ganho
