id_venda,data,cliente_id,vendedor_id,produto_id,quantidade,valor_bruto,desconto,valor_liquido
4755,2025-04-17,5010,2011,1,18,9360,0.0,9360.0
4756,2025-05-28,5340,1057,2,16,6720,0.0,6720.0
4757,2025-05-13,5167,1029,2,7,2940,0.0,2940.0
4758,2025-02-27,5270,1056,4,2,420,0.0,420.0
4759,2025-03-25,5239,2013,4,20,4200,0.0,4200.0
4760,2025-04-26,5160,1046,1,11,5720,572.0,5148.0
4761,2025-03-09,5023,1011,2,7,2940,0.0,2940.0
4762,2025-03-27,5215,2036,3,10,3200,0.0,3200.0
4763,2025-06-05,5261,2030,2,5,2100,0.0,2100.0
4764,2025-05-02,5165,2036,2,13,5460,0.0,5460.0
4765,2025-06-06,5258,1055,3,7,2240,112.0,2128.0
4766,2025-02-03,5149,2020,1,1,520,52.0,468.0
4767,2025-05-06,5220,1030,1,11,5720,286.0,5434.0
4768,2025-04-17,5395,1045,4,14,2940,294.0,2646.0
4769,2025-05-17,5232,1045,1,23,11960,0.0,11960.0
4770,2025-04-15,5166,1007,1,15,7800,0.0,7800.0
4771,2025-01-06,5446,1028,1,4,2080,0.0,2080.0
4772,2025-03-15,5494,1024,4,8,1680,168.0,1512.0
4773,2025-03-16,5310,1036,2,7,2940,0.0,2940.0
4774,2025-03-27,5407,2036,3,20,6400,0.0,6400.0
4775,2025-04-23,5403,2038,3,23,7360,0.0,7360.0
4776,2025-02-26,5408,1038,2,13,5460,546.0,4914.0
4777,2025-01-11,5249,2033,2,24,10080,0.0,10080.0
4778,2025-05-17,5154,1015,3,24,7680,768.0,6912.0
4779,2025-03-12,5282,2035,2,4,1680,84.0,1596.0
4780,2025-03-22,5345,1001,4,16,3360,336.0,3024.0
4781,2025-02-01,5066,2013,2,16,6720,0.0,6720.0
4782,2025-04-26,5486,2009,3,14,4480,0.0,4480.0
4783,2025-05-12,5406,2016,4,17,3570,178.5,3391.5
4784,2025-02-19,5341,2007,3,6,1920,192.0,1728.0
4785,2025-04-10,5103,2005,2,25,10500,525.0,9975.0
4786,2025-06-25,5457,1058,3,19,6080,0.0,6080.0
4787,2025-01-02,5394,1033,4,18,3780,0.0,3780.0
4788,2025-05-08,5358,2021,4,12,2520,252.0,2268.0
4789,2025-03-28,5345,1006,3,17,5440,0.0,5440.0
4790,2025-06-28,5151,2005,4,2,420,0.0,420.0
4791,2025-02-07,5331,2034,3,1,320,16.0,304.0
4792,2025-03-19,5439,1031,4,22,4620,0.0,4620.0
4793,2025-03-17,5145,2008,2,8,3360,0.0,3360.0
4794,2025-06-05,5242,2038,4,6,1260,126.0,1134.0
4795,2025-06-03,5401,1018,4,9,1890,0.0,1890.0
4796,2025-03-21,5158,1002,2,20,8400,0.0,8400.0
4797,2025-05-01,5339,1006,4,11,2310,0.0,2310.0
4798,2025-04-29,5348,1028,4,23,4830,0.0,4830.0
4799,2025-06-22,5418,1003,2,10,4200,0.0,4200.0
4800,2025-06-26,5388,1036,4,24,5040,0.0,5040.0
4801,2025-04-14,5365,2040,1,4,2080,0.0,2080.0
4802,2025-03-15,5489,2033,4,23,4830,241.5,4588.5
4803,2025-04-05,5428,1011,3,5,1600,0.0,1600.0
4804,2025-05-21,5066,2007,2,20,8400,420.0,7980.0
4805,2025-03-19,5117,2022,3,17,5440,0.0,5440.0
4806,2025-02-25,5080,1048,3,18,5760,0.0,5760.0
4807,2025-06-12,5385,1048,1,20,10400,0.0,10400.0
4808,2025-01-06,5473,2006,3,7,2240,112.0,2128.0
4809,2025-05-27,5038,1023,2,21,8820,0.0,8820.0
4810,2025-06-19,5016,1059,2,5,2100,210.0,1890.0
4811,2025-05-26,5391,1006,3,21,6720,0.0,6720.0
4812,2025-05-19,5294,1004,4,4,840,0.0,840.0
4813,2025-02-02,5443,2007,1,16,8320,0.0,8320.0
4814,2025-01-14,5168,1056,4,23,4830,0.0,4830.0
4815,2025-02-28,5065,1041,4,9,1890,0.0,1890.0
4816,2025-04-06,5122,1002,3,24,7680,0.0,7680.0
4817,2025-06-04,5243,1018,3,11,3520,0.0,3520.0
4818,2025-02-15,5282,1006,2,9,3780,0.0,3780.0
4819,2025-04-18,5206,2028,2,12,5040,0.0,5040.0
4820,2025-03-10,5202,1013,1,17,8840,884.0,7956.0
4821,2025-05-02,5391,1033,1,11,5720,286.0,5434.0
4822,2025-05-07,5109,1057,1,22,11440,1144.0,10296.0
4823,2025-01-05,5439,1053,3,13,4160,0.0,4160.0
4824,2025-01-15,5129,1050,4,15,3150,315.0,2835.0
4825,2025-05-03,5093,2025,3,2,640,0.0,640.0
4826,2025-04-26,5349,1041,3,21,6720,0.0,6720.0
4827,2025-06-30,5175,1008,4,13,2730,0.0,2730.0
4828,2025-03-04,5401,1005,4,16,3360,336.0,3024.0
4829,2025-02-14,5388,2007,1,12,6240,312.0,5928.0
4830,2025-04-29,5484,1014,3,24,7680,0.0,7680.0
4831,2025-04-16,5422,1056,4,7,1470,0.0,1470.0
4832,2025-01-16,5248,1019,4,8,1680,0.0,1680.0
4833,2025-03-03,5339,1045,1,17,8840,0.0,8840.0
4834,2025-04-20,5091,1014,4,4,840,0.0,840.0
4835,2025-03-23,5451,2025,1,11,5720,0.0,5720.0
4836,2025-04-30,5382,2001,3,12,3840,384.0,3456.0
4837,2025-01-17,5470,2006,4,21,4410,441.0,3969.0
4838,2025-02-02,5340,2008,3,5,1600,80.0,1520.0
4839,2025-01-22,5127,1022,4,10,2100,210.0,1890.0
4840,2025-02-26,5243,1029,2,2,840,84.0,756.0
4841,2025-04-06,5312,1048,2,25,10500,0.0,10500.0
4842,2025-05-03,5089,1045,2,25,10500,0.0,10500.0
4843,2025-01-16,5216,2036,2,22,9240,0.0,9240.0
4844,2025-04-08,5068,1038,1,13,6760,338.0,6422.0
4845,2025-01-25,5193,1037,3,4,1280,0.0,1280.0
4846,2025-02-02,5040,1013,3,25,8000,400.0,7600.0
4847,2025-03-11,5223,2020,4,25,5250,262.5,4987.5
4848,2025-06-02,5030,1029,2,3,1260,0.0,1260.0
4849,2025-05-21,5402,2005,4,18,3780,189.0,3591.0
4850,2025-01-12,5265,1019,3,11,3520,0.0,3520.0
4851,2025-04-15,5242,1020,2,16,6720,0.0,6720.0
4852,2025-03-30,5227,1047,4,9,1890,0.0,1890.0
4853,2025-03-23,5152,2023,4,17,3570,357.0,3213.0
4854,2025-03-30,5170,1036,4,25,5250,525.0,4725.0
4855,2025-06-30,5241,1036,4,25,5250,0.0,5250.0
4856,2025-02-25,5327,1050,2,24,10080,1008.0,9072.0
4857,2025-05-30,5033,1028,1,25,13000,0.0,13000.0
4858,2025-02-09,5329,1040,3,21,6720,0.0,6720.0
4859,2025-04-07,5333,1013,4,2,420,0.0,420.0
4860,2025-06-20,5491,1007,1,23,11960,0.0,11960.0
4861,2025-02-16,5430,1032,3,18,5760,0.0,5760.0
4862,2025-06-09,5465,1013,1,7,3640,0.0,3640.0
4863,2025-04-04,5221,2023,3,14,4480,0.0,4480.0
4864,2025-05-14,5026,1030,2,21,8820,441.0,8379.0
4865,2025-04-19,5204,2026,1,14,7280,0.0,7280.0
4866,2025-04-12,5473,1057,4,3,630,0.0,630.0
4867,2025-03-18,5450,1023,4,24,5040,0.0,5040.0
4868,2025-03-29,5279,2015,4,24,5040,252.0,4788.0
4869,2025-04-02,5367,1042,4,17,3570,0.0,3570.0
4870,2025-03-06,5354,1038,2,14,5880,588.0,5292.0
4871,2025-01-25,5284,2031,3,2,640,0.0,640.0
4872,2025-04-21,5375,1018,3,14,4480,0.0,4480.0
4873,2025-02-16,5104,2039,1,10,5200,0.0,5200.0
4874,2025-01-05,5007,2017,2,21,8820,0.0,8820.0
4875,2025-06-04,5280,1011,2,25,10500,0.0,10500.0
4876,2025-04-05,5363,1015,1,24,12480,0.0,12480.0
4877,2025-02-05,5058,2009,1,25,13000,0.0,13000.0
4878,2025-04-13,5495,1015,3,13,4160,208.0,3952.0
4879,2025-01-30,5338,1004,4,24,5040,0.0,5040.0
4880,2025-03-13,5399,2030,3,2,640,0.0,640.0
4881,2025-06-19,5138,2019,1,22,11440,572.0,10868.0
4882,2025-06-04,5473,2010,3,4,1280,128.0,1152.0
4883,2025-06-11,5234,2028,4,17,3570,357.0,3213.0
4884,2025-06-25,5341,1016,2,20,8400,0.0,8400.0
4885,2025-04-24,5296,1027,3,24,7680,768.0,6912.0
4886,2025-02-23,5493,2009,2,11,4620,0.0,4620.0
4887,2025-03-26,5111,2037,2,4,1680,0.0,1680.0
4888,2025-05-01,5076,2023,2,2,840,0.0,840.0
4889,2025-03-15,5081,1004,4,1,210,0.0,210.0
4890,2025-05-30,5448,2014,3,4,1280,0.0,1280.0
4891,2025-01-14,5142,2026,3,6,1920,96.0,1824.0
4892,2025-02-02,5288,2017,1,17,8840,884.0,7956.0
4893,2025-05-12,5324,1026,1,13,6760,676.0,6084.0
4894,2025-04-24,5134,1057,1,8,4160,208.0,3952.0
4895,2025-02-03,5237,2001,3,16,5120,0.0,5120.0
4896,2025-03-17,5429,2012,2,15,6300,315.0,5985.0
4897,2025-04-24,5185,2033,1,1,520,26.0,494.0
4898,2025-04-01,5212,1032,2,2,840,0.0,840.0
4899,2025-05-28,5180,2022,1,20,10400,0.0,10400.0
4900,2025-05-01,5463,2016,2,24,10080,1008.0,9072.0
4901,2025-04-02,5370,1022,2,15,6300,0.0,6300.0
4902,2025-02-14,5243,2039,1,3,1560,0.0,1560.0
4903,2025-01-05,5325,1056,3,15,4800,480.0,4320.0
4904,2025-06-28,5044,2036,1,3,1560,156.0,1404.0
4905,2025-06-19,5240,2040,4,13,2730,0.0,2730.0
4906,2025-01-16,5057,1037,4,11,2310,231.0,2079.0
4907,2025-02-03,5175,1060,2,21,8820,0.0,8820.0
4908,2025-01-20,5053,2001,2,16,6720,0.0,6720.0
4909,2025-01-23,5479,2024,2,1,420,42.0,378.0
4910,2025-05-30,5203,1040,2,7,2940,0.0,2940.0
4911,2025-02-23,5301,2030,4,16,3360,0.0,3360.0
4912,2025-01-14,5482,2002,2,9,3780,189.0,3591.0
4913,2025-06-24,5037,2016,1,13,6760,0.0,6760.0
4914,2025-05-25,5229,1050,4,20,4200,210.0,3990.0
4915,2025-01-24,5262,2016,4,16,3360,0.0,3360.0
4916,2025-06-12,5160,2005,1,9,4680,0.0,4680.0
4917,2025-03-02,5408,1057,1,20,10400,1040.0,9360.0
4918,2025-04-02,5419,1049,3,7,2240,0.0,2240.0
4919,2025-04-11,5138,2023,4,22,4620,0.0,4620.0
4920,2025-06-03,5350,1049,1,1,520,26.0,494.0
4921,2025-05-01,5486,2023,4,14,2940,0.0,2940.0
4922,2025-04-27,5001,1014,1,2,1040,0.0,1040.0
4923,2025-01-15,5286,2027,3,17,5440,0.0,5440.0
4924,2025-04-29,5108,1024,3,13,4160,0.0,4160.0
4925,2025-01-26,5500,2002,3,12,3840,0.0,3840.0
4926,2025-01-28,5115,1010,1,22,11440,572.0,10868.0
4927,2025-06-12,5172,2021,1,16,8320,832.0,7488.0
4928,2025-02-22,5042,1014,4,9,1890,94.5,1795.5
4929,2025-04-01,5284,2005,4,23,4830,241.5,4588.5
4930,2025-03-23,5184,1017,4,25,5250,262.5,4987.5
4931,2025-02-27,5067,2040,4,10,2100,0.0,2100.0
4932,2025-06-03,5499,1041,1,15,7800,0.0,7800.0
4933,2025-03-10,5418,2016,2,7,2940,0.0,2940.0
4934,2025-01-31,5038,2026,1,14,7280,0.0,7280.0
4935,2025-04-27,5119,1017,2,1,420,42.0,378.0
4936,2025-06-15,5418,2019,3,20,6400,320.0,6080.0
4937,2025-04-18,5489,1005,4,25,5250,525.0,4725.0
4938,2025-06-14,5023,1039,4,5,1050,52.5,997.5
4939,2025-04-12,5058,1001,4,17,3570,357.0,3213.0
4940,2025-01-28,5085,2025,2,8,3360,168.0,3192.0
4941,2025-03-27,5411,2008,1,24,12480,624.0,11856.0
4942,2025-04-19,5027,2007,3,9,2880,288.0,2592.0
4943,2025-04-29,5476,1056,4,22,4620,462.0,4158.0
4944,2025-03-03,5040,2007,2,3,1260,63.0,1197.0
4945,2025-01-08,5192,1044,3,11,3520,0.0,3520.0
4946,2025-04-21,5084,1010,4,14,2940,294.0,2646.0
4947,2025-06-12,5212,1051,4,14,2940,0.0,2940.0
4948,2025-02-08,5207,1027,2,4,1680,168.0,1512.0
4949,2025-05-09,5287,1005,3,6,1920,0.0,1920.0
4950,2025-05-22,5001,2015,1,9,4680,468.0,4212.0
4951,2025-04-19,5433,1020,1,20,10400,0.0,10400.0
4952,2025-06-24,5380,1054,3,24,7680,0.0,7680.0
4953,2025-06-08,5099,1052,3,24,7680,768.0,6912.0
4954,2025-04-18,5210,1044,2,8,3360,168.0,3192.0
4955,2025-02-21,5187,2028,3,16,5120,0.0,5120.0
4956,2025-01-24,5399,2022,3,17,5440,544.0,4896.0
4957,2025-01-26,5274,2036,2,21,8820,0.0,8820.0
4958,2025-05-09,5221,2020,3,10,3200,0.0,3200.0
4959,2025-02-17,5403,1034,1,24,12480,0.0,12480.0
4960,2025-04-05,5073,1030,1,22,11440,1144.0,10296.0
4961,2025-05-05,5153,2019,4,3,630,63.0,567.0
4962,2025-03-09,5216,1039,2,5,2100,105.0,1995.0
4963,2025-04-10,5240,1043,2,22,9240,0.0,9240.0
4964,2025-05-16,5124,2018,1,7,3640,182.0,3458.0
4965,2025-05-05,5323,2028,3,18,5760,576.0,5184.0
4966,2025-04-05,5257,2013,2,6,2520,0.0,2520.0
4967,2025-03-09,5480,1017,3,24,7680,0.0,7680.0
4968,2025-02-25,5045,2040,4,1,210,21.0,189.0
4969,2025-02-19,5056,1052,1,8,4160,416.0,3744.0
4970,2025-04-06,5466,1023,2,21,8820,0.0,8820.0
4971,2025-04-27,5264,1021,4,22,4620,231.0,4389.0
4972,2025-06-29,5100,2003,1,19,9880,0.0,9880.0
4973,2025-02-12,5347,1013,2,16,6720,0.0,6720.0
4974,2025-02-06,5255,1036,1,15,7800,0.0,7800.0
4975,2025-01-07,5248,2017,3,23,7360,0.0,7360.0
4976,2025-03-27,5285,2028,3,15,4800,0.0,4800.0
4977,2025-02-27,5065,1013,3,22,7040,0.0,7040.0
4978,2025-01-07,5077,2036,3,23,7360,0.0,7360.0
4979,2025-03-05,5328,2017,1,8,4160,0.0,4160.0
4980,2025-03-30,5428,1022,2,18,7560,0.0,7560.0
4981,2025-06-13,5155,2012,3,4,1280,0.0,1280.0
4982,2025-06-23,5346,1033,4,14,2940,0.0,2940.0
4983,2025-03-09,5392,1014,4,20,4200,420.0,3780.0
4984,2025-03-30,5375,1018,3,9,2880,0.0,2880.0
4985,2025-05-09,5192,1005,2,7,2940,0.0,2940.0
4986,2025-03-21,5333,1060,1,10,5200,260.0,4940.0
4987,2025-03-06,5485,1024,2,24,10080,0.0,10080.0
4988,2025-05-20,5262,2021,1,17,8840,0.0,8840.0
4989,2025-01-22,5374,2001,3,4,1280,128.0,1152.0
4990,2025-05-16,5491,1002,2,15,6300,0.0,6300.0
4991,2025-03-04,5451,1016,2,13,5460,0.0,5460.0
4992,2025-04-15,5431,1020,2,17,7140,0.0,7140.0
4993,2025-06-15,5152,2031,1,16,8320,0.0,8320.0
4994,2025-01-31,5459,2021,4,8,1680,0.0,1680.0
4995,2025-01-06,5345,2027,3,5,1600,80.0,1520.0
4996,2025-03-23,5111,1035,4,23,4830,483.0,4347.0
4997,2025-05-18,5324,2036,4,17,3570,357.0,3213.0
4998,2025-04-08,5212,1010,4,12,2520,0.0,2520.0
4999,2025-02-14,5252,1020,2,8,3360,0.0,3360.0
5000,2025-01-31,5016,1044,3,23,7360,368.0,6992.0
5001,2025-05-13,5344,2026,4,23,4830,483.0,4347.0
5002,2025-03-14,5340,1003,4,5,1050,0.0,1050.0
5003,2025-06-12,5475,1020,4,13,2730,0.0,2730.0
5004,2025-01-11,5232,2025,1,22,11440,1144.0,10296.0
5005,2025-04-14,5055,1029,1,18,9360,0.0,9360.0
5006,2025-01-16,5225,1020,4,22,4620,462.0,4158.0
5007,2025-01-04,5302,2015,2,15,6300,0.0,6300.0
5008,2025-03-20,5101,2030,1,4,2080,0.0,2080.0
5009,2025-03-02,5278,1014,4,20,4200,0.0,4200.0
5010,2025-03-12,5338,2034,3,1,320,16.0,304.0
5011,2025-06-02,5069,1008,1,9,4680,468.0,4212.0
5012,2025-05-25,5431,1027,1,5,2600,130.0,2470.0
5013,2025-01-08,5167,1007,3,2,640,0.0,640.0
5014,2025-05-01,5168,1030,2,20,8400,840.0,7560.0
5015,2025-04-15,5195,2016,2,22,9240,0.0,9240.0
5016,2025-04-01,5490,2036,2,2,840,0.0,840.0
5017,2025-03-08,5446,1020,1,16,8320,416.0,7904.0
5018,2025-04-09,5396,1057,4,20,4200,0.0,4200.0
5019,2025-05-05,5226,1023,1,13,6760,676.0,6084.0
5020,2025-01-27,5326,1027,4,12,2520,0.0,2520.0
5021,2025-01-26,5162,2035,2,24,10080,0.0,10080.0
5022,2025-05-11,5148,1024,3,2,640,32.0,608.0
5023,2025-02-23,5034,1031,1,8,4160,0.0,4160.0
5024,2025-06-29,5175,1034,1,9,4680,234.0,4446.0
5025,2025-04-04,5001,2012,4,20,4200,0.0,4200.0
5026,2025-04-11,5087,1038,4,11,2310,0.0,2310.0
5027,2025-03-22,5126,2031,3,4,1280,0.0,1280.0
5028,2025-03-29,5465,1037,1,24,12480,0.0,12480.0
5029,2025-03-22,5359,2011,1,12,6240,0.0,6240.0
5030,2025-06-24,5049,1040,2,2,840,0.0,840.0
5031,2025-04-21,5329,1025,2,12,5040,0.0,5040.0
5032,2025-01-08,5291,1025,4,19,3990,199.5,3790.5
5033,2025-03-31,5362,2032,3,2,640,32.0,608.0
5034,2025-03-07,5031,1013,3,11,3520,176.0,3344.0
5035,2025-04-03,5186,2017,1,22,11440,572.0,10868.0
5036,2025-01-03,5494,1008,2,23,9660,0.0,9660.0
5037,2025-06-25,5394,1015,1,4,2080,0.0,2080.0
5038,2025-05-05,5052,1045,2,4,1680,0.0,1680.0
5039,2025-04-06,5257,2009,3,12,3840,192.0,3648.0
5040,2025-05-24,5225,1033,2,23,9660,483.0,9177.0
5041,2025-01-11,5016,2002,1,25,13000,0.0,13000.0
5042,2025-04-03,5472,1017,4,11,2310,0.0,2310.0
5043,2025-05-25,5098,2005,4,23,4830,0.0,4830.0
5044,2025-03-27,5032,2029,3,16,5120,0.0,5120.0
5045,2025-02-14,5171,1057,4,18,3780,0.0,3780.0
5046,2025-06-03,5379,1052,2,2,840,84.0,756.0
5047,2025-01-28,5329,2035,3,15,4800,0.0,4800.0
5048,2025-04-28,5212,1017,3,17,5440,0.0,5440.0
5049,2025-06-01,5358,1031,3,12,3840,384.0,3456.0
5050,2025-05-14,5417,1023,4,1,210,0.0,210.0
5051,2025-06-04,5170,1022,1,13,6760,676.0,6084.0
5052,2025-03-24,5407,1055,3,14,4480,0.0,4480.0
5053,2025-01-22,5161,2014,4,22,4620,462.0,4158.0
5054,2025-06-15,5445,2032,3,7,2240,0.0,2240.0
5055,2025-02-21,5013,1050,2,8,3360,336.0,3024.0
5056,2025-02-02,5358,1035,1,9,4680,0.0,4680.0
5057,2025-02-21,5159,2004,3,2,640,64.0,576.0
5058,2025-03-19,5393,2007,4,8,1680,0.0,1680.0
5059,2025-03-20,5213,1059,4,19,3990,0.0,3990.0
5060,2025-06-27,5403,2001,4,18,3780,0.0,3780.0
5061,2025-06-20,5051,2010,2,25,10500,1050.0,9450.0
5062,2025-01-29,5101,2035,1,11,5720,0.0,5720.0
5063,2025-05-10,5112,1007,1,21,10920,0.0,10920.0
5064,2025-04-24,5104,2037,3,12,3840,0.0,3840.0
5065,2025-06-30,5412,1024,3,18,5760,576.0,5184.0
5066,2025-05-19,5254,1058,2,1,420,21.0,399.0
5067,2025-03-13,5394,1006,1,24,12480,624.0,11856.0
5068,2025-03-05,5498,1025,1,19,9880,0.0,9880.0
5069,2025-02-09,5299,1036,4,1,210,0.0,210.0
5070,2025-05-30,5157,1015,3,11,3520,176.0,3344.0
5071,2025-02-06,5085,1008,2,8,3360,0.0,3360.0
5072,2025-02-17,5285,2017,2,18,7560,0.0,7560.0
5073,2025-04-20,5055,2022,3,3,960,0.0,960.0
5074,2025-04-21,5016,1060,4,9,1890,189.0,1701.0
5075,2025-04-25,5203,1051,2,18,7560,756.0,6804.0
5076,2025-01-15,5332,1009,4,13,2730,0.0,2730.0
5077,2025-05-07,5449,1021,1,9,4680,468.0,4212.0
5078,2025-05-19,5350,2010,2,9,3780,0.0,3780.0
5079,2025-05-12,5069,1003,4,15,3150,0.0,3150.0
5080,2025-04-24,5478,1021,4,23,4830,0.0,4830.0
5081,2025-04-10,5038,1014,1,17,8840,884.0,7956.0
5082,2025-02-07,5091,2011,4,6,1260,0.0,1260.0
5083,2025-04-14,5272,1046,3,3,960,48.0,912.0
5084,2025-01-27,5437,2030,1,11,5720,286.0,5434.0
5085,2025-01-21,5117,1029,3,16,5120,0.0,5120.0
5086,2025-05-27,5367,1047,2,24,10080,0.0,10080.0
5087,2025-01-02,5124,2037,3,18,5760,0.0,5760.0
5088,2025-05-14,5121,1015,4,7,1470,0.0,1470.0
5089,2025-05-07,5036,1049,1,17,8840,0.0,8840.0
5090,2025-05-19,5214,1043,4,24,5040,0.0,5040.0
5091,2025-02-08,5460,1038,1,4,2080,0.0,2080.0
5092,2025-01-06,5165,1007,3,5,1600,80.0,1520.0
5093,2025-05-15,5331,1009,4,18,3780,0.0,3780.0
5094,2025-04-10,5478,2039,4,11,2310,0.0,2310.0
5095,2025-02-16,5339,2038,3,7,2240,224.0,2016.0
5096,2025-02-19,5306,2030,2,15,6300,0.0,6300.0
5097,2025-05-26,5305,2027,4,20,4200,0.0,4200.0
5098,2025-06-08,5442,1007,3,22,7040,0.0,7040.0
5099,2025-05-25,5325,2020,2,17,7140,0.0,7140.0
5100,2025-03-23,5319,1047,3,13,4160,416.0,3744.0
5101,2025-05-21,5224,1005,3,15,4800,480.0,4320.0
5102,2025-03-28,5284,1021,2,2,840,0.0,840.0
5103,2025-03-07,5213,1008,2,18,7560,0.0,7560.0
5104,2025-04-23,5139,1028,2,22,9240,462.0,8778.0
5105,2025-02-28,5250,1003,3,9,2880,288.0,2592.0
5106,2025-02-13,5140,2023,1,20,10400,520.0,9880.0
5107,2025-02-13,5317,2023,4,18,3780,0.0,3780.0
5108,2025-06-08,5211,1016,1,23,11960,598.0,11362.0
5109,2025-03-17,5301,1005,3,20,6400,0.0,6400.0
5110,2025-02-03,5128,1036,2,20,8400,0.0,8400.0
5111,2025-05-22,5118,1012,3,4,1280,0.0,1280.0
5112,2025-05-06,5485,1037,4,2,420,0.0,420.0
5113,2025-02-17,5101,1003,3,13,4160,416.0,3744.0
5114,2025-02-09,5300,1050,1,23,11960,598.0,11362.0
5115,2025-04-13,5365,2039,4,7,1470,0.0,1470.0
5116,2025-03-08,5498,1012,1,12,6240,312.0,5928.0
5117,2025-01-13,5149,2004,3,18,5760,0.0,5760.0
5118,2025-01-08,5243,1041,3,5,1600,0.0,1600.0
5119,2025-03-22,5122,2035,3,2,640,32.0,608.0
5120,2025-05-21,5131,2033,4,9,1890,189.0,1701.0
5121,2025-01-15,5152,2015,3,18,5760,0.0,5760.0
5122,2025-04-28,5280,1060,1,2,1040,0.0,1040.0
5123,2025-03-25,5480,1037,1,10,5200,260.0,4940.0
5124,2025-03-02,5439,1009,3,10,3200,0.0,3200.0
5125,2025-06-30,5327,1021,4,9,1890,189.0,1701.0
5126,2025-03-08,5484,2030,3,1,320,0.0,320.0
5127,2025-06-22,5186,1022,1,19,9880,0.0,9880.0
5128,2025-03-23,5269,2029,4,13,2730,0.0,2730.0
5129,2025-04-25,5481,1044,4,7,1470,73.5,1396.5
5130,2025-04-16,5220,2037,3,3,960,0.0,960.0
5131,2025-03-20,5223,1037,2,16,6720,0.0,6720.0
5132,2025-02-17,5207,2012,3,16,5120,0.0,5120.0
5133,2025-04-13,5416,1032,1,22,11440,0.0,11440.0
5134,2025-03-22,5461,1043,3,25,8000,800.0,7200.0
5135,2025-04-02,5409,2003,3,16,5120,0.0,5120.0
5136,2025-06-05,5083,2022,1,18,9360,936.0,8424.0
5137,2025-03-15,5398,1008,2,15,6300,0.0,6300.0
5138,2025-06-16,5314,2032,1,20,10400,520.0,9880.0
5139,2025-04-23,5341,2039,1,11,5720,0.0,5720.0
5140,2025-02-13,5254,2012,4,23,4830,0.0,4830.0
5141,2025-02-17,5253,1041,4,14,2940,147.0,2793.0
5142,2025-02-27,5263,1019,3,22,7040,0.0,7040.0
5143,2025-01-12,5416,2015,4,14,2940,294.0,2646.0
5144,2025-01-20,5020,1008,2,20,8400,0.0,8400.0
5145,2025-06-06,5255,1033,2,24,10080,1008.0,9072.0
5146,2025-04-10,5485,1018,4,19,3990,0.0,3990.0
5147,2025-01-21,5450,1019,1,22,11440,0.0,11440.0
5148,2025-05-01,5190,2034,2,6,2520,252.0,2268.0
5149,2025-02-01,5435,1056,4,15,3150,0.0,3150.0
5150,2025-03-30,5074,2011,2,3,1260,63.0,1197.0
5151,2025-01-26,5422,1001,1,21,10920,0.0,10920.0
5152,2025-02-01,5362,1014,3,16,5120,0.0,5120.0
5153,2025-06-18,5436,1016,4,25,5250,0.0,5250.0
5154,2025-06-21,5484,2026,4,16,3360,0.0,3360.0
5155,2025-04-21,5186,1024,3,7,2240,0.0,2240.0
5156,2025-04-02,5010,2008,1,20,10400,1040.0,9360.0
5157,2025-01-04,5269,2011,3,10,3200,320.0,2880.0
5158,2025-01-06,5350,2020,2,17,7140,0.0,7140.0
5159,2025-05-26,5423,2035,4,9,1890,189.0,1701.0
5160,2025-04-23,5280,1029,3,9,2880,0.0,2880.0
5161,2025-06-14,5426,1059,4,3,630,63.0,567.0
5162,2025-04-09,5264,1031,3,16,5120,0.0,5120.0
5163,2025-06-06,5392,1003,1,14,7280,0.0,7280.0
5164,2025-01-21,5381,1023,1,14,7280,728.0,6552.0
5165,2025-04-25,5006,2024,1,8,4160,416.0,3744.0
5166,2025-01-06,5147,2022,2,2,840,42.0,798.0
5167,2025-02-24,5483,1010,2,22,9240,924.0,8316.0
5168,2025-03-21,5365,1014,3,21,6720,336.0,6384.0
5169,2025-06-04,5469,1012,2,9,3780,0.0,3780.0
5170,2025-05-31,5456,2002,4,24,5040,0.0,5040.0
5171,2025-05-21,5062,2003,2,6,2520,252.0,2268.0
5172,2025-04-23,5041,2038,4,11,2310,0.0,2310.0
5173,2025-04-17,5051,1019,4,12,2520,0.0,2520.0
5174,2025-02-03,5185,2012,2,22,9240,0.0,9240.0
5175,2025-04-01,5396,1053,2,24,10080,1008.0,9072.0
5176,2025-01-05,5459,1002,3,18,5760,0.0,5760.0
5177,2025-01-17,5085,2029,2,19,7980,0.0,7980.0
5178,2025-04-06,5292,1051,1,4,2080,0.0,2080.0
5179,2025-04-12,5325,2010,1,4,2080,0.0,2080.0
5180,2025-06-26,5129,1043,4,22,4620,231.0,4389.0
5181,2025-05-28,5486,1038,2,10,4200,210.0,3990.0
5182,2025-05-17,5172,1025,3,25,8000,0.0,8000.0
5183,2025-01-04,5390,1031,1,7,3640,364.0,3276.0
5184,2025-04-22,5427,2020,3,13,4160,416.0,3744.0
5185,2025-04-23,5125,2037,2,15,6300,0.0,6300.0
5186,2025-01-17,5065,2027,3,1,320,0.0,320.0
5187,2025-02-19,5283,1016,3,24,7680,0.0,7680.0
5188,2025-01-25,5114,2035,3,1,320,0.0,320.0
5189,2025-03-01,5269,1043,4,17,3570,357.0,3213.0
5190,2025-04-25,5163,1051,1,22,11440,1144.0,10296.0
5191,2025-06-19,5284,1018,1,21,10920,0.0,10920.0
5192,2025-06-01,5337,2033,2,14,5880,0.0,5880.0
